REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2006,01,4,24,0,11,,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,01,,119
2,2006,01,4,24,0,08,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,94
3,2006,01,4,13,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,121
4,2006,01,4,46,6,07,,1,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,1,11,,154
5,2006,01,1,48,8,02,3,2,2,1,2,,,2,3,18,06,29,,,,90,90,2,180,180,0,,0,0,0,4,4,,1300,3,3,1,1,,,,,,,,,,,,,,,,,2,02,,489
6,2006,01,1,48,8,10,,1,1,6,1,,,4,2,14,03,12,,,,350,350,1,350,350,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,04,4,372
7,2006,01,1,47,0,06,,2,2,3,1,,,6,3,01,01,04,,,,400,400,1,400,400,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,1,03,3,77
8,2006,01,4,46,6,01,1,2,6,1,,1,1,1,3,18,02,06,,,,,,,,,,,,,,,,2,,,,,,,,,3,05,6,,,,,,,,,,,2,03,,137
9,2006,01,4,35,5,06,,1,5,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,1,01,,412
10,2006,01,4,59,9,11,,2,5,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,01,,441
11,2006,01,1,35,0,04,,1,2,4,1,,,2,3,06,08,35,,,,360,360,1,360,360,0,,0,0,0,,33,,3409,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,479
12,2006,01,4,47,0,10,,2,3,3,,1,1,1,3,17,07,34,,,,,,,,,,,,,,,,107,,,,,,,,,5,07,12,,,,,,,,,,,1,01,,95
