REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2007,03,2,35,0,05,,2,1,5,1,,,1,3,16,05,20,3,1,1,400,0,1,400,0,,,,,,,7,,2356,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,222
2,2007,03,1,59,0,04,,1,2,3,1,,,2,3,19,01,03,,,,400,400,1,400,400,0,,0,0,0,,79,,2019,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,200
3,2007,03,3,24,0,02,3,1,6,0,,1,1,6,3,06,08,35,,,,,,,,,,,,,,,,8,,,,,,16,3,1,0,08,4,2,1,1,,1,,,1,,,1,01,,265
4,2007,03,1,48,0,04,,1,2,2,1,,,2,3,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,1,,1000,3,1,3,4,,,,,,,,,,,,,,,,,1,05,,104
5,2007,03,1,59,9,06,,2,1,2,2,,,2,3,20,02,08,,,,220,170,2,230,210,50,3,0,0,0,2,8,,1800,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,432
6,2007,03,1,24,2,09,,1,1,4,1,,,4,2,19,01,03,,,,400,350,1,400,350,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,18,,658
7,2007,03,1,24,0,08,,2,2,4,1,,,2,3,19,07,34,,,,200,200,2,200,200,0,,0,0,0,5,45,,1000,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,195
8,2007,03,4,35,5,01,1,2,6,1,,1,2,2,3,10,07,34,,,,,,,,,,,,,,,,3,,,,,,,,,3,05,5,,,,,,,,,,,2,03,,370
9,2007,03,1,48,0,02,4,1,6,5,1,,,2,3,18,06,30,,,,300,300,1,300,300,0,,0,0,0,,4,,850,3,2,4,4,,,,,,,,,,,,,,,,,1,01,,133
10,2007,03,4,47,0,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,,82
11,2007,03,4,35,5,02,3,2,6,2,,1,1,2,3,19,01,03,,,,,,,,,,,,,,,,6,,,,,,,,,3,05,7,,,,,,,,,,,2,03,,318
12,2007,03,3,12,0,01,2,1,6,3,,1,2,6,3,10,08,37,,,,,,,,,,,,,,,,10,,,,,,26,6,2,2,04,10,2,,1,,,,,3,,,2,04,,144
13,2007,03,1,59,9,03,6,2,6,3,1,,,2,2,12,02,09,,,,400,240,1,400,240,160,1,0,0,0,,81,,1923,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,582
14,2007,03,3,59,9,10,,1,5,3,,1,1,2,3,11,02,07,,,,,,,,,,,,,,,,154,,,,,,6,2,1,4,11,6,2,,1,,,1,,1,,,1,18,,573
15,2007,03,1,11,0,06,,2,1,2,1,,,2,3,10,01,03,,,,500,500,1,500,500,0,,0,0,0,,30,,1075,3,1,1,3,,,,,,,,,,,,,,,,,1,09,3,40
16,2007,03,1,59,0,04,,2,1,6,1,,,5,3,17,04,14,,,,660,990,1,660,990,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,1,03,1,319
17,2007,03,1,46,0,09,,1,1,4,1,,,1,3,21,05,22,,,,400,440,1,400,440,0,,0,40,40,,240,,2548,1,1,1,2,,,,,,,,,,,,,,,,,1,04,4,39
18,2007,03,4,11,0,09,,2,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,1,11,,50
