REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2014,01,4,11,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,40
2,2014,01,1,35,0,02,4,2,6,2,1,,,2,3,10,07,34,,,,300,300,1,300,300,0,,80,0,80,,6,,1500,3,1,3,4,,,,,,,,,,,,,,,,,1,15,,235
3,2014,01,1,48,8,08,,2,5,4,1,,,2,3,09,02,09,,,,400,400,1,400,400,0,,0,0,0,,16,,2019,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,197
4,2014,01,4,24,2,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,472
5,2014,01,1,35,0,02,3,1,6,2,1,,,2,3,06,08,36,,,,400,400,1,400,400,0,,0,0,0,,10,,1500,3,1,2,2,,,,,,,,,,,,,,,,,1,03,,137
6,2014,01,1,35,0,07,,2,1,2,1,,,2,3,09,02,09,,,,400,320,1,400,320,80,1,0,0,0,,41,,1150,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,185
7,2014,01,1,24,0,05,,1,1,4,1,,,1,3,21,03,13,,,,400,400,1,400,400,0,,0,0,0,,140,,2500,1,2,3,3,,,,,,,,,,,,,,,,,1,03,1,103
8,2014,01,1,24,0,10,,2,1,4,1,,,2,3,14,02,08,,,,250,250,2,250,250,0,,0,0,0,5,51,,1500,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,127
9,2014,01,1,59,0,07,,1,1,5,1,,,1,1,17,04,16,,,,375,220,1,375,220,160,3,0,0,0,,68,,3979,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,104
10,2014,01,4,10,0,10,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,1,11,,95
11,2014,01,3,48,8,03,5,2,1,4,,1,1,2,3,08,02,08,,,,,,,,,,,,,,,,38,,,,,,9,6,1,1,01,7,2,,1,,1,,,2,,,1,05,,189
12,2014,01,1,24,0,05,,1,2,4,1,,,2,3,07,03,13,,,,400,500,1,400,500,0,,0,100,100,,57,,2404,3,1,3,3,,,,,,,,,,,,,,,,,1,03,2,130
13,2014,01,4,24,0,06,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,1,01,,280
14,2014,01,3,24,0,01,2,2,6,1,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,3,,,,,,2,1,2,4,12,1,2,,,,,,,,,2,2,14,,85
15,2014,01,1,35,0,10,,2,1,6,1,,,1,3,16,05,21,,,,350,370,1,350,370,30,1,0,50,50,,49,,4327,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,161
16,2014,01,4,24,1,12,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,11,,508
17,2014,01,1,12,0,07,,1,1,4,1,,,2,3,10,07,33,,,,500,500,1,500,500,0,,0,0,0,,96,,1800,3,1,3,3,,,,,,,,,,,,,,,,,1,03,3,152
18,2014,01,1,12,0,03,5,2,6,1,1,,,2,3,15,07,33,,,,320,320,1,320,320,0,,0,0,0,,5,,1050,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,112
19,2014,01,1,35,0,03,6,1,1,6,1,,,2,3,14,03,12,,,,350,400,1,350,400,0,,50,0,50,,79,,5025,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,262
20,2014,01,2,35,0,10,,2,1,5,1,,,6,3,17,04,16,0,7,,80,0,2,80,0,,,,,,5,37,,,,,,,,,,,,,,,,,,,,,,,1,08,,97
21,2014,01,1,35,0,05,,2,1,5,1,,,1,3,21,02,09,,,,350,350,1,350,350,0,,0,0,0,,133,,3300,2,4,1,4,,,,,,,,,,,,,,,,,1,03,1,87
22,2014,01,1,35,5,05,,1,1,4,1,,,2,3,12,02,07,,,,400,400,1,400,400,0,,0,0,0,,173,,2885,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,502
23,2014,01,1,24,0,03,5,1,6,0,1,,,6,3,06,01,04,,,,350,350,1,350,350,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,01,,156
24,2014,01,1,35,0,12,,2,1,4,1,,,6,3,13,07,32,,,,500,350,1,500,350,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,02,,173
25,2014,01,1,24,0,02,4,2,6,2,1,,,2,3,19,07,33,,,,160,115,2,160,115,0,,0,0,0,4,48,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,17,,104
26,2014,01,4,12,0,04,,2,6,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,1,16,1,113
27,2014,01,1,35,0,01,2,2,6,2,1,,,2,3,17,04,17,,,,400,400,1,400,400,0,,0,0,0,,61,,1176,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,114
28,2014,01,1,35,3,07,,1,2,4,1,,,1,3,18,06,27,,,,388,448,1,388,448,0,,60,0,60,,240,,3600,1,1,3,4,,,,,,,,,,,,,,,,,1,06,3,451
29,2014,01,1,24,0,02,3,1,6,3,1,,,2,3,10,07,34,,,,300,320,1,300,320,0,,20,0,20,,3,,1090,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,764
30,2014,01,4,47,0,02,4,1,6,2,,1,1,2,3,01,09,40,,,,,,,,,,,,,,,,30,,,,,,,,,4,09,4,,,,,,,,,,,1,04,,104
31,2014,01,2,35,0,08,,1,1,4,1,,,2,3,06,08,35,1,27,1,400,0,1,400,0,,,,,,,7,,3700,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,175
32,2014,01,1,47,0,05,,2,1,4,1,,,1,3,17,04,18,,,,400,390,1,400,390,10,2,0,0,0,,194,,2138,1,1,4,4,,,,,,,,,,,,,,,,,1,03,2,111
33,2014,01,1,35,5,06,,1,1,4,1,,,3,3,06,08,35,,,,500,500,1,500,500,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,1,03,3,424
34,2014,01,1,13,0,04,,1,6,6,1,,,1,3,16,05,20,,,,400,450,1,400,450,0,,0,50,50,,101,,3654,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,144
35,2014,01,1,59,0,08,,1,1,5,1,,,6,3,06,08,36,,,,200,80,2,200,80,,,,,,6,83,,,,,,,,,,,,,,,,,,,,,,,1,03,3,384
36,2014,01,1,24,2,03,5,1,2,4,1,,,2,3,10,07,31,,,,400,320,1,400,320,80,1,0,0,0,,38,,1900,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,870
37,2014,01,4,46,6,10,,1,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,1,18,,67
38,2014,01,4,35,4,03,6,2,1,5,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,934
39,2014,01,4,24,2,09,,2,2,1,,1,2,2,3,10,07,34,,,,,,,,,,,,,,,,98,,,,,,,,,2,02,5,,,,,,,,,,,1,05,,419
40,2014,01,4,10,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,140
41,2014,01,1,24,0,04,,1,2,4,1,,,2,3,08,03,13,,,,420,480,1,420,480,0,,220,0,220,,67,,3450,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,335
42,2014,01,1,13,0,06,,1,4,2,1,,,2,3,08,02,09,,,,400,400,1,400,400,80,0,130,0,130,,7,,1250,1,1,2,2,,,,,,,,,,,,,,,,,1,01,,100
43,2014,01,1,46,6,02,4,2,6,2,1,,,2,3,17,05,24,,,,280,280,2,280,280,0,,0,0,0,4,54,,1090,3,1,2,2,,,,,,,,,,,,,,,,,3,18,,73
44,2014,01,1,35,4,04,,2,1,5,1,,,2,3,16,05,25,,,,400,400,1,400,400,0,,0,0,0,,81,,2293,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,946
45,2014,01,4,59,0,10,,1,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,1,11,,97
46,2014,01,1,24,0,03,6,1,2,4,2,,,2,3,18,07,33,,,,300,300,1,310,460,0,,0,0,0,,3,,990,3,2,3,4,,,,,,,,,,,,,,,,,1,03,1,596
47,2014,01,1,13,0,03,5,1,6,2,1,,,2,2,10,08,38,,,,200,300,2,200,300,0,,0,0,0,7,5,,1000,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,126
48,2014,01,4,47,0,12,,2,3,0,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,226
49,2014,01,4,46,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,11,,62
50,2014,01,1,35,4,06,,2,6,5,1,,,2,3,17,01,02,,,,350,370,1,350,370,0,,0,20,20,,141,,3571,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,970
51,2014,01,1,35,0,01,2,1,6,2,1,,,2,3,19,07,32,,,,100,100,2,100,100,0,,0,0,0,4,43,,1040,3,1,2,4,,,,,,,,,,,,,,,,,2,03,,103
52,2014,01,1,11,0,03,5,2,2,2,1,,,2,3,19,07,34,,,,400,370,1,400,370,0,,0,0,0,,42,,1105,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,69
53,2014,01,1,59,0,08,,2,2,4,1,,,2,3,19,07,31,,,,150,150,2,150,150,0,,0,0,0,6,4,,1025,3,1,1,1,,,,,,,,,,,,,,,,,1,08,,129
54,2014,01,2,24,0,09,,1,6,2,1,,,2,3,10,07,31,3,1,2,400,0,1,400,0,,,,,,,139,,1800,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,120
55,2014,01,1,35,4,05,,1,6,2,1,,,2,1,07,03,13,,,,400,400,1,400,400,0,,0,0,0,,4,,3200,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,1062
56,2014,01,1,10,0,02,4,2,6,3,1,,,2,3,19,07,34,,,,160,160,2,160,160,0,,0,0,0,4,35,,1000,3,1,2,2,,,,,,,,,,,,,,,,,3,01,,103
57,2014,01,1,48,7,05,,1,6,1,1,,,2,3,08,10,41,,,,380,550,1,380,550,0,,0,0,0,,169,,3517,3,1,2,3,,,,,,,,,,,,,,,,,1,01,,656
58,2014,01,4,48,0,01,1,1,6,1,,1,2,2,3,15,08,36,,,,,,,,,,,,,,,,3,,,,,,,,,4,10,1,,,,,,,,,,,2,06,,152
59,2014,01,4,12,0,11,,2,5,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,01,,102
