"province","sex","age_group","years_from_start","gini","year"
"Saskatchewan","Male","15_19",12,0.14501142239002,2018
"Saskatchewan","Male","15_19",13,0.1336644906045,2019
"Saskatchewan","Male","15_19",14,0.168553743527445,2020
"Saskatchewan","Male","15_19",15,0.118195229691314,2021
"Saskatchewan","Male","15_19",16,0.142978528338442,2022
"Saskatchewan","Male","15_19",17,0.151319589711177,2023
"Saskatchewan","Male","15_19",18,0.119817134408591,2024
"Saskatchewan","Male","15_19",0.5,0.142619782814588,2006.5
"Saskatchewan","Male","15_19",1.5,0.148170403692581,2007.5
"Saskatchewan","Male","15_19",2.5,0.150136818231001,2008.5
"Saskatchewan","Male","15_19",3.5,0.145511608164375,2009.5
"Saskatchewan","Male","15_19",4.5,0.137342024188813,2010.5
"Saskatchewan","Male","15_19",5.5,0.146518202935429,2011.5
"Saskatchewan","Male","15_19",6.5,0.146870842391645,2012.5
"Saskatchewan","Male","15_19",7.5,0.159443391106984,2013.5
"Saskatchewan","Male","15_19",8.5,0.182933430493171,2014.5
"Saskatchewan","Male","15_19",9.5,0.153340954656456,2015.5
"Saskatchewan","Male","15_19",10.5,0.154866116021799,2016.5
"Saskatchewan","Male","15_19",11.5,0.140717514582296,2017.5
"Saskatchewan","Male","15_19",12.5,0.139711424393743,2018.5
"Saskatchewan","Male","15_19",13.5,0.242286235706482,2019.5
"Saskatchewan","Male","15_19",14.5,0.0989039375243544,2020.5
"Saskatchewan","Male","15_19",15.5,0.130771725072798,2021.5
"Saskatchewan","Male","15_19",16.5,0.122968684369111,2022.5
"Saskatchewan","Male","15_19",17.5,0.100324880925873,2023.5
"Saskatchewan","Male","15_19",18.5,0.1178220500896,2024.5
"Saskatchewan","Male","20_34",0,0.258406653638738,2006
"Saskatchewan","Male","20_34",1,0.24220673869135,2007
"Saskatchewan","Male","20_34",2,0.23453298283485,2008
"Saskatchewan","Male","20_34",3,0.226517040761605,2009
"Saskatchewan","Male","20_34",4,0.242668157687095,2010
"Saskatchewan","Male","20_34",5,0.240933371786328,2011
"Saskatchewan","Male","20_34",6,0.238452761608521,2012
"Saskatchewan","Male","20_34",7,0.238212385005366,2013
"Saskatchewan","Male","20_34",8,0.236577843375375,2014
"Saskatchewan","Male","20_34",9,0.241200996614824,2015
"Saskatchewan","Male","20_34",10,0.236325576347933,2016
"Saskatchewan","Male","20_34",11,0.241766113809342,2017
"Saskatchewan","Male","20_34",12,0.251175159035129,2018
"Saskatchewan","Male","20_34",13,0.258085664274701,2019
"Saskatchewan","Male","20_34",14,0.243169789767192,2020
"Saskatchewan","Male","20_34",15,0.238861899622053,2021
"Saskatchewan","Male","20_34",16,0.222634275367969,2022
"Saskatchewan","Male","20_34",17,0.253810668953371,2023
"Saskatchewan","Male","20_34",18,0.249222915188341,2024
"Saskatchewan","Male","20_34",0.5,0.240596015934898,2006.5
"Saskatchewan","Male","20_34",1.5,0.230920129932545,2007.5
"Saskatchewan","Male","20_34",2.5,0.232633891923079,2008.5
"Saskatchewan","Male","20_34",3.5,0.2265754527774,2009.5
"Saskatchewan","Male","20_34",4.5,0.233193447470754,2010.5
"Saskatchewan","Male","20_34",5.5,0.2362896365933,2011.5
"Saskatchewan","Male","20_34",6.5,0.230242139232063,2012.5
"Saskatchewan","Male","20_34",7.5,0.244495461639985,2013.5
"Saskatchewan","Male","20_34",8.5,0.244373214843044,2014.5
"Saskatchewan","Male","20_34",9.5,0.238280912085683,2015.5
"Saskatchewan","Male","20_34",10.5,0.249456506615293,2016.5
"Saskatchewan","Male","20_34",11.5,0.241397408549125,2017.5
"Saskatchewan","Male","20_34",12.5,0.236609311681859,2018.5
"Saskatchewan","Male","20_34",13.5,0.2383602175781,2019.5
"Saskatchewan","Male","20_34",14.5,0.233837108722938,2020.5
"Saskatchewan","Male","20_34",15.5,0.242288288468465,2021.5
"Saskatchewan","Male","20_34",16.5,0.251877584487796,2022.5
"Saskatchewan","Male","20_34",17.5,0.245946443020487,2023.5
"Saskatchewan","Male","20_34",18.5,0.2386735494701,2024.5
"Saskatchewan","Male","35_54",0,0.247535074881059,2006
"Saskatchewan","Male","35_54",1,0.241610117193673,2007
"Saskatchewan","Male","35_54",2,0.236617103585133,2008
"Saskatchewan","Male","35_54",3,0.2304438382916,2009
"Saskatchewan","Male","35_54",4,0.230576252435644,2010
"Saskatchewan","Male","35_54",5,0.234619407347217,2011
"Saskatchewan","Male","35_54",6,0.239734754679261,2012
"Saskatchewan","Male","35_54",7,0.240772315218431,2013
"Saskatchewan","Male","35_54",8,0.245353777560597,2014
"Saskatchewan","Male","35_54",9,0.245451784290401,2015
"Saskatchewan","Male","35_54",10,0.240995583555107,2016
"Saskatchewan","Male","35_54",11,0.244647569969142,2017
"Saskatchewan","Male","35_54",12,0.250506138796736,2018
"Saskatchewan","Male","35_54",13,0.248190522363903,2019
"Saskatchewan","Male","35_54",14,0.240674780140198,2020
"Saskatchewan","Male","35_54",15,0.238704680636589,2021
"Saskatchewan","Male","35_54",16,0.234181651516464,2022
"Saskatchewan","Male","35_54",17,0.247637178793849,2023
"Saskatchewan","Male","35_54",18,0.240616668393656,2024
"Saskatchewan","Male","35_54",0.5,0.22740000564227,2006.5
"Saskatchewan","Male","35_54",1.5,0.239294148624154,2007.5
"Saskatchewan","Male","35_54",2.5,0.239212057377666,2008.5
"Saskatchewan","Male","35_54",3.5,0.236589117410805,2009.5
"Saskatchewan","Male","35_54",4.5,0.231073608339071,2010.5
"Saskatchewan","Male","35_54",5.5,0.235624484435246,2011.5
"Saskatchewan","Male","35_54",6.5,0.24018583746772,2012.5
"Saskatchewan","Male","35_54",7.5,0.250771247660179,2013.5
"Saskatchewan","Male","35_54",8.5,0.237352957241888,2014.5
"Saskatchewan","Male","35_54",9.5,0.242365301823407,2015.5
"Saskatchewan","Male","35_54",10.5,0.241639746723302,2016.5
"Saskatchewan","Male","35_54",11.5,0.242721326363215,2017.5
"Saskatchewan","Male","35_54",12.5,0.249167480070799,2018.5
"Saskatchewan","Male","35_54",13.5,0.249786933546366,2019.5
"Saskatchewan","Male","35_54",14.5,0.253062801803028,2020.5
"Saskatchewan","Male","35_54",15.5,0.249882733526117,2021.5
"Saskatchewan","Male","35_54",16.5,0.23221238672371,2022.5
"Saskatchewan","Male","35_54",17.5,0.261826117629982,2023.5
"Saskatchewan","Male","35_54",18.5,0.25289173767035,2024.5
"Saskatchewan","Male","55+",0,0.305941724448007,2006
"Saskatchewan","Male","55+",1,0.289969844115246,2007
"Saskatchewan","Male","55+",2,0.269700664241928,2008
"Saskatchewan","Male","55+",3,0.285975274232198,2009
"Saskatchewan","Male","55+",4,0.282658345448114,2010
"Saskatchewan","Male","55+",5,0.285646433764703,2011
"Saskatchewan","Male","55+",6,0.291748673287061,2012
"Saskatchewan","Male","55+",7,0.285642242623341,2013
"Saskatchewan","Male","55+",8,0.256242147499191,2014
"Saskatchewan","Male","55+",9,0.271036742401295,2015
"Saskatchewan","Male","55+",10,0.293263615593381,2016
"Saskatchewan","Male","55+",11,0.24601115499873,2017
"Saskatchewan","Male","55+",12,0.282615071867334,2018
"Saskatchewan","Male","55+",13,0.276568418292464,2019
"Saskatchewan","Male","55+",14,0.257469983661758,2020
"Saskatchewan","Male","55+",15,0.264794991872363,2021
"Saskatchewan","Male","55+",16,0.255052802496746,2022
"Saskatchewan","Male","55+",17,0.240010905472807,2023
"Saskatchewan","Male","55+",18,0.275245270000084,2024
"Saskatchewan","Male","55+",0.5,0.296439134972574,2006.5
"Saskatchewan","Male","55+",1.5,0.302134370032665,2007.5
"Saskatchewan","Male","55+",2.5,0.255028912225279,2008.5
"Saskatchewan","Male","55+",3.5,0.300466181333429,2009.5
"Saskatchewan","Male","55+",4.5,0.290191817894137,2010.5
"Saskatchewan","Male","55+",5.5,0.299347699980503,2011.5
"Saskatchewan","Male","55+",6.5,0.273203168733355,2012.5
"Saskatchewan","Male","55+",7.5,0.287068346035191,2013.5
"Saskatchewan","Male","55+",8.5,0.264927511061083,2014.5
"Saskatchewan","Male","55+",9.5,0.267543096005198,2015.5
"Saskatchewan","Male","55+",10.5,0.269032753256721,2016.5
"Saskatchewan","Male","55+",11.5,0.258405333369817,2017.5
"Saskatchewan","Male","55+",12.5,0.27606845243132,2018.5
"Saskatchewan","Male","55+",13.5,0.254303353787537,2019.5
"Saskatchewan","Male","55+",14.5,0.272763759068008,2020.5
"Saskatchewan","Male","55+",15.5,0.2720500189268,2021.5
"Saskatchewan","Male","55+",16.5,0.252226683756488,2022.5
"Saskatchewan","Male","55+",17.5,0.273516545517809,2023.5
"Saskatchewan","Male","55+",18.5,0.279612336031859,2024.5
