REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2006,02,4,12,0,01,1,1,6,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,148
2,2006,02,4,59,9,01,1,1,6,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,388
3,2006,02,4,13,0,06,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,3,111
4,2006,02,4,47,0,12,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,05,,81
5,2006,02,1,46,6,05,,1,1,4,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,81,,800,3,1,2,4,,,,,,,,,,,,,,,,,1,05,,147
6,2006,02,4,46,6,08,,2,2,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,1,13,4,162
7,2006,02,1,48,8,05,,1,1,4,1,,,2,3,05,08,35,,,,400,500,1,400,500,0,,100,0,100,,75,,3000,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,365
8,2006,02,1,35,0,08,,1,1,2,1,,,6,2,11,08,36,,,,350,320,1,350,320,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,1,02,,249
9,2006,02,1,48,8,02,3,1,6,2,1,,,2,3,07,03,13,,,,375,375,1,375,375,0,,0,0,0,,2,,1800,3,3,2,2,,,,,,,,,,,,,,,,,1,04,,490
10,2006,02,1,35,3,08,,1,1,5,1,,,5,3,14,05,19,,,,450,450,1,450,450,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,1,04,4,347
11,2006,02,2,35,3,07,,2,1,2,1,,,6,3,14,06,28,0,1,,20,0,2,20,0,,,,,,5,130,,,,,,,,,,,,,,,,,,,,,,,1,10,4,463
12,2006,02,1,35,0,06,,1,1,4,1,,,5,3,06,08,35,,,,440,400,1,440,400,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,1,03,2,99
13,2006,02,4,35,5,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,352
14,2006,02,1,35,5,07,,1,5,1,1,,,2,3,07,10,43,,,,400,400,1,400,400,0,,0,0,0,,240,,2300,1,1,4,4,,,,,,,,,,,,,,,,,1,15,4,428
