REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2012,01,1,13,0,01,2,2,6,1,1,,,2,3,19,07,34,,,,250,250,2,250,250,0,,0,0,0,7,12,,925,3,1,2,4,,,,,,,,,,,,,,,,,2,03,,198
2,2012,01,4,12,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,11,,124
3,2012,01,4,13,0,12,,2,1,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,108
4,2012,01,1,46,0,07,,2,1,4,1,,,2,1,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,17,,1250,3,1,3,4,,,,,,,,,,,,,,,,,1,09,3,106
5,2012,01,1,35,4,06,,1,1,4,1,,,5,2,11,08,35,,,,700,700,1,700,700,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,1,03,2,860
6,2012,01,4,46,6,02,3,2,6,2,,1,2,2,1,19,07,34,,,,,,,,,,,,,,,,1,,,,,,,,,3,05,6,,,,,,,,,,,2,04,,157
7,2012,01,1,48,0,09,,2,1,4,1,,,2,3,17,04,18,,,,390,440,1,390,440,80,2,0,0,0,,4,,2200,1,4,2,4,,,,,,,,,,,,,,,,,1,08,,218
8,2012,01,4,35,4,09,,2,6,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,1,18,,672
9,2012,01,1,46,6,07,,1,1,5,1,,,2,3,07,01,02,,,,400,400,1,400,400,0,,0,0,0,,174,,4447,3,1,3,3,,,,,,,,,,,,,,,,,1,03,2,190
10,2012,01,3,46,6,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,,,,2,,1,,,,,3,,,2,03,,76
11,2012,01,4,59,0,03,5,2,1,3,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,3,,,,,,,,,3,05,4,,,,,,,,,,,2,18,,354
12,2012,01,1,13,0,09,,2,1,4,1,,,1,2,17,04,17,,,,160,160,2,160,160,0,,0,0,0,5,240,,2146,1,4,4,4,,,,,,,,,,,,,,,,,1,02,,126
13,2012,01,4,35,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,11,,365
