REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2011,04,1,46,6,02,4,1,6,4,2,,,2,3,19,07,34,,,,300,300,1,380,320,0,,0,0,0,,1,,925,3,1,1,4,,,,,,,,,,,,,,,,,1,04,,113
2,2011,04,1,24,0,08,,2,2,5,1,,,6,3,16,06,29,,,,300,200,1,300,200,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,1,03,3,353
3,2011,04,1,47,0,04,,1,1,4,1,,,3,3,06,08,35,,,,400,400,1,400,400,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,02,,107
4,2011,04,1,46,6,07,,2,2,2,1,,,2,3,15,05,21,,,,500,600,1,500,600,0,,100,0,100,,36,,1700,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,186
5,2011,04,4,35,0,04,,2,4,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,1,16,2,111
6,2011,04,1,24,0,05,,1,1,0,1,,,2,3,07,10,41,,,,475,470,1,475,470,0,,60,0,60,,33,,2200,1,1,2,4,,,,,,,,,,,,,,,,,1,03,3,357
7,2011,04,1,47,0,05,,1,1,4,1,,,2,3,04,02,07,,,,400,400,1,400,400,0,,0,0,0,,176,,2000,3,1,3,3,,,,,,,,,,,,,,,,,1,03,2,114
8,2011,04,4,46,6,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,67
9,2011,04,1,48,0,04,,1,1,4,1,,,1,3,21,05,23,,,,440,670,1,440,670,0,,230,0,230,,81,,3199,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,373
10,2011,04,1,47,0,03,5,2,6,4,2,,,1,3,05,07,33,,,,370,370,1,570,570,0,,0,0,0,,12,,2600,1,3,2,4,,,,,,,,,,,,,,,,,1,03,,97
11,2011,04,1,35,0,08,,2,5,5,1,,,2,3,17,04,16,,,,375,400,1,375,400,0,,0,0,0,,128,,4000,1,1,3,4,,,,,,,,,,,,,,,,,1,18,,222
12,2011,04,4,35,0,11,,1,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,11,,189
