REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2010,06,2,35,0,05,,2,1,4,1,,,2,1,14,05,24,2,2,2,400,0,1,400,0,,,,,,,52,,2200,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,225
2,2010,06,1,13,0,09,,2,2,2,1,,,2,3,10,07,33,,,,280,160,2,280,160,120,2,0,0,0,7,240,,1013,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,106
3,2010,06,1,35,0,10,,2,2,4,2,,,5,3,10,01,03,,,,800,800,1,990,990,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,1,02,,242
4,2010,06,1,48,0,07,,2,1,4,1,,,1,3,17,04,14,,,,388,388,1,388,388,0,,0,0,0,,223,,2718,3,1,3,4,,,,,,,,,,,,,,,,,1,03,3,92
5,2010,06,1,35,0,04,,1,6,3,1,,,2,3,20,02,09,,,,30,30,2,30,30,0,,0,0,0,1,63,,1500,3,1,1,1,,,,,,,,,,,,,,,,,3,04,,191
6,2010,06,1,48,0,05,,1,2,5,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,178,,3846,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,210
7,2010,06,1,46,6,02,4,1,6,3,1,,,2,3,14,03,13,,,,400,500,1,400,500,0,,100,0,100,,54,,1900,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,230
8,2010,06,4,48,7,11,,1,2,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,08,,186
9,2010,06,1,10,0,10,,2,1,4,1,,,2,3,20,05,21,,,,400,400,1,400,400,0,,0,0,0,,203,,848,3,1,1,4,,,,,,,,,,,,,,,,,1,08,,103
10,2010,06,1,24,2,09,,1,1,6,1,,,2,2,14,03,12,,,,400,450,1,400,450,0,,0,50,50,,113,,3125,3,1,3,4,,,,,,,,,,,,,,,,,1,06,2,560
11,2010,06,1,47,0,02,3,1,6,2,1,,,2,3,18,06,29,,,,350,340,1,350,340,0,,0,0,0,,47,,1100,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,103
12,2010,06,4,24,0,11,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,11,,334
13,2010,06,1,13,0,09,,2,3,3,1,,,2,3,18,07,34,,,,20,20,2,20,20,0,,0,0,0,1,73,,1154,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,72
14,2010,06,1,12,0,03,6,1,1,3,1,,,2,3,15,07,33,,,,480,480,1,480,480,0,,0,0,0,,5,,925,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,153
15,2010,06,4,59,9,04,,2,4,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,1,16,1,610
16,2010,06,4,35,0,11,,1,2,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,11,,102
17,2010,06,1,35,0,08,,2,2,5,1,,,2,2,17,05,21,,,,200,260,2,200,260,0,,0,0,0,6,234,,1896,3,1,2,2,,,,,,,,,,,,,,,,,1,03,3,114
