REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2006,11,1,48,0,03,6,2,1,4,1,,,2,3,19,07,33,,,,340,340,1,340,340,0,,0,0,0,,31,,1300,3,1,2,4,,,,,,,,,,,,,,,,,2,02,,161
2,2006,11,4,35,0,12,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,189
3,2006,11,1,11,0,02,3,1,6,3,1,,,2,3,10,07,34,,,,190,160,2,190,160,0,,0,0,0,4,3,,750,3,1,1,1,,,,,,,,,,,,,,,,,2,04,,43
4,2006,11,1,47,0,01,2,2,6,3,1,,,2,3,19,07,34,,,,140,120,2,140,120,0,,0,0,0,4,17,,950,3,1,1,4,,,,,,,,,,,,,,,,,2,03,,124
5,2006,11,4,59,9,01,2,2,6,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,2,18,,573
6,2006,11,4,24,0,11,,2,3,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,236
7,2006,11,4,46,0,02,4,2,6,3,,1,1,2,3,17,05,24,,,,,,,,,,,,,,,,33,,,,,,,,,0,06,12,,,,,,,,,,,1,16,1,31
8,2006,11,1,35,0,06,,2,2,6,1,,,2,2,07,02,08,,,,400,400,1,400,400,0,,0,0,0,,47,,2019,3,1,2,2,,,,,,,,,,,,,,,,,1,04,4,315
9,2006,11,4,35,0,04,,2,6,4,,1,1,2,3,07,03,13,,,,,,,,,,,,,,,,8,,,,,,,,,3,05,4,,,,,,,,,,,2,16,1,211
10,2006,11,1,24,0,08,,1,1,4,1,,,2,3,19,07,33,,,,350,350,1,350,350,0,,0,0,0,,63,,1175,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,121
11,2006,11,1,48,0,08,,2,1,1,1,,,1,3,17,07,32,,,,400,400,1,400,400,0,,0,0,0,,240,,1447,1,1,1,4,,,,,,,,,,,,,,,,,1,02,,58
12,2006,11,1,59,0,04,,1,6,4,1,,,2,3,14,03,13,,,,350,350,1,350,350,0,,0,0,0,,72,,1925,3,1,2,2,,,,,,,,,,,,,,,,,1,05,,152
