REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2010,09,1,35,0,08,,2,1,2,1,,,2,3,17,02,09,,,,350,240,1,350,240,110,3,0,0,0,,240,,1707,1,1,2,2,,,,,,,,,,,,,,,,,1,02,,426
2,2010,09,1,24,0,08,,2,6,4,1,,,2,3,07,02,08,,,,350,280,1,350,280,70,3,0,0,0,,240,,1885,1,1,4,4,,,,,,,,,,,,,,,,,1,15,4,92
3,2010,09,1,46,6,06,,1,2,4,1,,,2,2,04,09,39,,,,600,115,1,600,115,600,1,0,0,0,,64,,1821,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,143
4,2010,09,4,59,9,10,,2,6,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,1,01,,101
5,2010,09,1,13,0,05,,1,6,1,1,,,6,3,11,08,38,,,,200,200,2,200,200,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,2,18,,104
6,2010,09,4,24,2,12,,2,6,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,01,,624
7,2010,09,4,59,0,04,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,2,112
8,2010,09,1,12,0,08,,1,1,4,1,,,2,3,20,08,35,,,,450,690,1,450,690,0,,240,0,240,,185,,2244,3,1,1,3,,,,,,,,,,,,,,,,,1,05,,146
9,2010,09,4,24,0,12,,2,3,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,92
10,2010,09,1,46,6,06,,1,6,2,1,,,2,3,11,08,36,,,,330,420,1,330,420,0,,0,0,0,,204,,1700,3,1,2,4,,,,,,,,,,,,,,,,,1,14,2,74
11,2010,09,4,35,4,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,818
12,2010,09,2,59,0,04,,1,2,4,1,,,5,3,10,01,03,3,1,,400,0,1,400,0,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,1,02,,102
13,2010,09,4,11,0,08,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,18,,54
14,2010,09,1,59,0,10,,1,1,4,1,,,1,3,02,03,13,,,,350,390,1,350,390,0,,40,0,40,,182,,2950,1,1,2,4,,,,,,,,,,,,,,,,,1,05,,145
15,2010,09,4,48,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,11,,175
16,2010,09,1,46,0,07,,1,1,4,1,,,2,3,04,09,39,,,,400,400,1,400,400,0,,0,0,0,,240,,2900,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,43
17,2010,09,4,46,6,12,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,01,,149
18,2010,09,4,59,0,08,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,06,2,222
19,2010,09,4,35,0,10,,1,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,1,11,,213
20,2010,09,4,35,0,12,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,01,,262
21,2010,09,1,24,1,09,,2,2,4,1,,,2,3,10,02,08,,,,400,400,1,400,400,0,,0,0,0,,51,,2179,3,1,2,4,,,,,,,,,,,,,,,,,1,08,,559
22,2010,09,1,47,0,07,,1,1,4,1,,,2,3,11,07,31,,,,400,400,1,400,400,0,,0,0,0,,240,,3000,1,1,1,4,,,,,,,,,,,,,,,,,1,03,3,79
23,2010,09,4,13,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,11,,116
24,2010,09,1,48,7,08,,1,6,2,1,,,2,2,07,02,09,,,,400,400,1,400,400,0,,0,0,0,,36,,1425,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,497
25,2010,09,4,59,0,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,05,,125
