REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2013,02,4,59,9,01,2,1,6,3,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,17,,607
2,2013,02,4,35,5,10,,1,1,1,,1,1,2,2,01,09,40,,,,,,,,,,,,,,,,5,,,,,,,,,4,09,5,,,,,,,,,,,1,06,,393
3,2013,02,4,47,0,08,,2,2,1,,1,2,2,3,01,09,40,,,,,,,,,,,,,,,,240,,,,,,,,,4,09,6,,,,,,,,,,,1,05,,95
4,2013,02,4,11,0,02,4,2,2,5,,1,2,1,3,16,05,20,,,,,,,,,,,,,,,,4,,,,,,,,,4,10,3,2,,,,,,,,,,2,05,,44
5,2013,02,3,35,4,09,,2,6,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,52,4,2,,,23,2,1,,,1,1,,1,,,1,18,,734
6,2013,02,1,35,0,09,,2,2,3,1,,,2,3,07,02,06,,,,440,440,1,440,440,0,,0,0,0,,102,,2273,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,193
7,2013,02,1,11,0,08,,2,1,4,1,,,1,3,17,04,16,,,,70,160,2,70,160,0,,0,90,90,2,212,,4200,2,1,2,4,,,,,,,,,,,,,,,,,1,02,,39
8,2013,02,4,35,0,09,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,1,11,,187
9,2013,02,1,35,3,05,,1,1,5,1,,,2,3,15,02,06,,,,380,380,1,380,380,0,,0,0,0,,30,,5972,3,1,3,3,,,,,,,,,,,,,,,,,1,03,1,422
10,2013,02,1,35,0,07,,2,1,4,1,,,1,3,17,04,17,,,,188,225,2,188,225,0,,0,0,0,5,240,,3812,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,194
