REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2009,11,1,48,7,02,4,2,6,5,1,,,2,3,07,02,06,,,,420,340,1,420,340,80,3,20,0,20,,29,,2262,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,545
2,2009,11,1,35,4,04,,2,1,4,1,,,2,3,17,04,18,,,,325,325,1,325,325,0,,0,0,0,,20,,1820,3,1,2,2,,,,,,,,,,,,,,,,,1,08,,789
3,2009,11,4,13,0,02,3,2,6,3,,1,1,2,3,06,08,38,,,,,,,,,,,,,,,,4,,,,,,,,,2,03,3,,,,,,,,,,,2,04,,82
4,2009,11,1,35,4,02,4,1,6,4,1,,,2,1,08,10,42,,,,560,560,1,560,560,0,,0,0,0,,25,,1450,3,1,3,3,,,,,,,,,,,,,,,,,1,03,,712
5,2009,11,1,13,0,04,,1,6,4,1,,,3,2,06,01,04,,,,400,400,1,400,400,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,1,02,,95
6,2009,11,4,59,9,04,,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,118
7,2009,11,2,48,0,11,,1,2,1,1,,,6,3,11,08,36,0,2,,200,0,2,200,0,,,,,,7,89,,,,,,,,,,,,,,,,,,,,,,,,05,,685
8,2009,11,1,48,0,05,,1,2,2,1,,,6,3,01,01,04,,,,700,700,1,700,700,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,3,87
9,2009,11,4,10,0,12,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,98
10,2009,11,4,35,4,12,,2,3,0,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,738
11,2009,11,1,35,0,12,,2,1,1,1,,,4,3,14,02,07,,,,200,100,2,200,100,,,,,,5,123,,,,,,,,,,,,,,,,,,,,,,,,08,,192
12,2009,11,1,11,0,07,,1,1,2,1,,,6,3,06,01,04,,,,200,150,2,200,150,,,,,,2,187,,,,,,,,,,,,,,,,,,,,,,,1,03,2,34
13,2009,11,3,47,0,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,12,5,2,,,,2,,1,,,,,3,,,2,14,,63
14,2009,11,1,59,9,05,,1,1,5,1,,,2,3,18,03,12,,,,500,500,1,500,500,0,,0,0,0,,5,,6923,3,1,1,4,,,,,,,,,,,,,,,,,1,03,1,655
15,2009,11,4,35,0,01,2,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,09,,252
16,2009,11,1,12,0,07,,1,1,1,1,,,5,3,02,09,39,,,,600,600,1,600,600,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,1,06,2,122
