REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2007,10,4,35,4,04,,2,6,6,,1,1,2,3,16,05,22,,,,,,,,,,,,,,,,4,,,,,,,,,0,06,4,,,,,,,,,4,,2,11,,830
2,2007,10,1,48,8,03,5,1,6,3,1,,,2,2,10,07,33,,,,400,320,1,400,320,80,3,0,0,0,,6,,1300,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,138
3,2007,10,1,59,0,07,,2,6,3,1,,,2,3,09,08,36,,,,400,310,1,400,310,100,3,10,0,10,,240,,1800,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,94
4,2007,10,1,48,0,01,2,2,6,2,1,,,6,3,20,05,26,,,,140,240,2,140,240,,,,,,0,89,,,,,,,,,,,,,,,,,,,,,,,1,03,,112
5,2007,10,4,35,0,11,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,11,,290
6,2007,10,4,24,0,11,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,05,,111
7,2007,10,1,35,0,06,,1,4,4,1,,,2,3,07,03,13,,,,388,310,1,388,310,78,3,0,0,0,,240,,3172,3,1,4,4,,,,,,,,,,,,,,,,,1,14,3,279
8,2007,10,1,24,1,06,,2,6,2,1,,,1,3,21,02,09,,,,350,350,1,350,350,0,,0,0,0,,11,,2000,1,3,4,4,,,,,,,,,,,,,,,,,1,14,3,634
9,2007,10,1,35,0,09,,2,1,4,1,,,2,3,15,07,33,,,,350,300,1,350,300,70,3,0,0,0,,139,,1500,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,184
10,2007,10,1,35,0,07,,2,2,1,1,,,1,3,11,08,35,,,,400,400,1,400,400,0,,0,0,0,,240,,2224,1,1,3,4,,,,,,,,,,,,,,,,,1,08,,95
11,2007,10,4,47,0,08,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,1,11,,95
12,2007,10,1,48,0,07,,1,5,4,1,,,5,3,19,01,03,,,,700,850,1,700,850,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,1,14,3,68
13,2007,10,2,35,0,04,,2,1,5,1,,,1,3,16,05,20,2,2,2,350,0,1,350,0,,,,,,,74,,2857,1,1,1,4,,,,,,,,,,,,,,,,,1,03,1,166
14,2007,10,1,35,0,09,,1,2,4,1,,,2,3,06,08,35,,,,400,170,1,400,170,0,,0,0,0,,240,,3100,1,3,3,3,,,,,,,,,,,,,,,,,1,03,3,176
15,2007,10,4,59,9,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,1,11,,438
16,2007,10,1,35,4,10,,1,1,6,2,,,2,3,14,02,05,,,,170,170,2,220,210,80,2,0,0,0,5,240,,4200,3,3,4,4,,,,,,,,,,,,,,,,,3,02,,675
17,2007,10,4,35,0,08,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,07,4,264
18,2007,10,4,48,7,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,400
19,2007,10,1,48,0,08,,2,3,4,2,,,1,3,17,02,09,,,,388,310,1,588,410,78,3,0,0,0,,98,,1890,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,267
20,2007,10,1,35,0,08,,2,4,4,1,,,2,3,16,05,20,,,,400,260,1,400,260,0,,0,0,0,,5,,1800,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,91
21,2007,10,1,47,0,07,,2,1,4,1,,,1,2,13,07,34,,,,400,320,1,400,320,80,3,0,0,0,,78,,1200,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,122
22,2007,10,4,11,0,01,1,2,6,1,,1,1,2,3,10,07,33,,,,,,,,,,,,,,,,2,,,,,,,,,3,05,3,,,,,,,,,,,2,06,,50
23,2007,10,4,35,5,07,,1,1,6,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,5,,,,,,,,,,,1,09,2,452
24,2007,10,1,13,0,08,,2,1,2,1,,,1,3,11,02,09,,,,350,280,1,350,280,70,3,0,0,0,,2,,2999,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,144
25,2007,10,1,35,3,01,2,2,6,2,1,,,2,3,20,02,09,,,,150,150,2,150,150,0,,0,0,0,4,12,,1300,3,1,1,1,,,,,,,,,,,,,,,,,2,03,,541
26,2007,10,1,35,4,06,,1,1,2,2,,,2,3,20,01,03,,,,400,320,1,600,470,80,3,0,0,0,,4,,3898,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,301
