REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2008,09,4,35,0,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,11,,88
2,2008,09,1,35,0,05,,1,1,4,1,,,6,3,06,01,04,,,,400,400,1,400,400,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,1,03,1,146
3,2008,09,1,35,0,05,,2,1,4,1,,,1,3,17,04,17,,,,300,240,1,300,240,0,,0,0,0,,65,,2576,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,287
4,2008,09,1,35,0,02,4,2,6,1,1,,,2,3,10,02,09,,,,350,270,1,350,270,85,1,0,5,5,,2,,900,3,1,1,1,,,,,,,,,,,,,,,,,1,05,,107
5,2008,09,1,24,1,03,5,1,2,4,1,,,2,3,15,07,34,,,,80,80,2,80,80,0,,0,0,0,4,20,,1315,1,1,1,3,,,,,,,,,,,,,,,,,2,02,,474
6,2008,09,1,35,0,08,,1,1,4,1,,,2,3,10,03,13,,,,375,375,1,375,375,0,,0,0,0,,193,,3897,3,1,3,4,,,,,,,,,,,,,,,,,1,05,,330
7,2008,09,2,46,6,03,5,2,2,5,1,,,1,2,16,05,20,0,1,2,200,0,2,200,0,,,,,,4,1,,1300,3,2,4,4,,,,,,,,,,,,,,,,,2,01,,167
8,2008,09,4,35,5,10,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,1,05,,332
9,2008,09,4,59,9,04,,2,1,4,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,1,06,1,561
10,2008,09,4,24,0,09,,1,2,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,1,11,,104
11,2008,09,1,13,0,04,,2,1,5,1,,,2,3,15,07,31,,,,400,20,1,400,20,380,2,0,0,0,,39,,1923,3,1,4,4,,,,,,,,,,,,,,,,,1,09,1,116
12,2008,09,1,48,0,03,6,1,1,4,1,,,3,3,06,08,35,,,,700,700,1,700,700,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,1,06,1,87
13,2008,09,4,48,0,10,,1,2,1,,1,1,6,3,11,08,38,,,,,,,,,,,,,,,,130,,,,,,,,,0,08,3,,,,,,,,,,,1,08,,101
14,2008,09,4,48,0,11,,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,102
15,2008,09,1,35,0,06,,2,1,6,2,,,2,3,14,02,05,,,,300,320,1,350,330,0,,0,20,20,,240,,5449,3,1,1,4,,,,,,,,,,,,,,,,,1,03,2,273
16,2008,09,1,24,2,06,,2,1,6,1,,,1,1,16,05,20,,,,375,375,1,375,375,0,,0,0,0,,21,,2103,1,1,2,3,,,,,,,,,,,,,,,,,1,03,1,542
17,2008,09,1,47,0,05,,2,6,4,1,,,2,3,11,02,07,,,,400,160,1,400,160,240,3,0,0,0,,26,,1755,3,1,2,3,,,,,,,,,,,,,,,,,1,14,3,152
18,2008,09,4,35,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,11,,82
19,2008,09,1,47,0,11,,1,1,1,1,,,3,3,06,01,04,,,,400,320,1,400,320,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,02,,89
20,2008,09,1,12,0,07,,2,1,4,1,,,1,3,17,05,21,,,,365,335,1,365,335,30,2,0,0,0,,195,,1475,1,1,2,3,,,,,,,,,,,,,,,,,1,03,3,117
21,2008,09,1,48,0,03,5,2,6,4,1,,,2,3,14,02,08,,,,375,375,1,375,375,0,,0,0,0,,8,,1538,3,1,2,2,,,,,,,,,,,,,,,,,1,14,1,92
22,2008,09,1,35,4,07,,1,1,5,1,,,2,2,12,02,05,,,,375,395,1,375,395,0,,0,20,20,,47,,4615,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,730
23,2008,09,2,46,0,05,,1,1,4,1,,,2,3,04,08,35,3,2,1,400,0,1,400,0,,,,,,,23,,2925,1,1,4,4,,,,,,,,,,,,,,,,,1,05,,42
24,2008,09,1,35,0,07,,1,1,4,1,,,2,3,16,07,31,,,,400,400,1,400,400,0,,0,0,0,,60,,1400,3,1,1,4,,,,,,,,,,,,,,,,,1,03,3,171
25,2008,09,4,59,0,01,2,1,6,3,,1,1,2,3,18,02,07,,,,,,,,,,,,,,,,3,,,,,,,,,4,10,2,,,,,,,,,,,2,03,,97
26,2008,09,1,35,4,04,,2,2,1,1,,,2,3,11,02,09,,,,440,450,1,440,450,90,1,0,0,0,,16,,1400,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,891
27,2008,09,1,48,0,05,,1,1,4,1,,,1,3,05,08,35,,,,400,400,1,400,400,80,2,0,0,0,,21,,2813,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,197
