REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2012,12,4,35,0,03,6,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,1,06,1,225
2,2012,12,1,35,0,05,,1,2,2,1,,,2,3,07,10,41,,,,400,510,1,400,510,0,,80,30,110,,106,,4726,3,1,4,4,,,,,,,,,,,,,,,,,1,06,2,203
3,2012,12,3,10,0,07,,1,6,4,,1,1,1,3,21,08,36,,,,,,,,,,,,,,,,240,,,,,,2,2,1,4,09,2,2,1,,,1,,,1,,,1,17,4,103
4,2012,12,4,35,0,05,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,334
5,2012,12,4,11,0,11,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,05,,41
6,2012,12,4,12,0,02,3,1,6,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,4,,2,01,,138
7,2012,12,1,46,0,10,,1,1,0,1,,,2,3,11,08,36,,,,600,990,1,600,990,0,,300,250,550,,85,,1603,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,45
8,2012,12,1,46,6,04,,2,1,2,1,,,2,3,10,02,08,,,,400,400,1,400,400,0,,0,0,0,,71,,1850,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,84
9,2012,12,1,46,6,06,,2,1,4,1,,,2,3,08,03,10,,,,300,230,1,300,230,70,1,0,0,0,,70,,2900,3,1,3,3,,,,,,,,,,,,,,,,,1,03,2,179
10,2012,12,1,24,2,09,,1,5,4,2,,,2,3,10,07,32,,,,400,400,1,450,420,0,,0,0,0,,52,,1300,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,645
11,2012,12,3,48,0,09,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,52,4,2,,,14,2,1,,,1,1,,1,,,1,05,,221
12,2012,12,4,24,0,12,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,01,,557
13,2012,12,1,13,0,08,,2,1,4,1,,,2,3,18,02,06,,,,375,375,1,375,375,0,,0,0,0,,240,,1818,2,1,3,4,,,,,,,,,,,,,,,,,1,04,4,167
14,2012,12,1,35,0,01,2,1,6,1,1,,,1,3,18,07,34,,,,160,160,2,160,160,0,,0,0,0,4,16,,1070,3,2,1,2,,,,,,,,,,,,,,,,,2,03,,225
15,2012,12,4,47,0,03,6,2,4,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,2,16,1,81
16,2012,12,1,35,0,10,,1,1,2,1,,,2,3,11,07,33,,,,240,245,2,240,245,0,,0,5,5,5,240,,2200,1,1,4,4,,,,,,,,,,,,,,,,,1,07,4,245
17,2012,12,1,24,0,05,,1,2,4,1,,,5,3,14,03,11,,,,500,600,1,500,600,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,1,03,1,135
18,2012,12,1,48,7,08,,1,1,4,1,,,2,3,14,03,11,,,,400,460,1,400,460,0,,0,60,60,,92,,6731,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,544
19,2012,12,4,24,0,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,136
20,2012,12,1,48,8,02,4,2,6,2,1,,,1,3,21,02,07,,,,400,400,1,400,400,0,,0,0,0,,32,,2463,1,1,2,4,,,,,,,,,,,,,,,,,1,15,,223
21,2012,12,1,35,5,06,,2,1,4,1,,,1,3,16,05,25,,,,175,315,2,175,315,0,,0,0,0,6,60,,1736,1,3,2,4,,,,,,,,,,,,,,,,,1,03,2,351
22,2012,12,4,59,0,04,,2,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,0,,1,06,1,135
23,2012,12,1,59,0,03,6,2,1,4,2,,,1,3,17,04,15,,,,145,75,2,175,138,70,1,0,0,0,2,15,,1745,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,142
24,2012,12,1,59,9,02,4,2,6,4,1,,,2,3,10,07,33,,,,100,200,2,100,200,0,,0,0,0,6,3,,1025,3,1,1,4,,,,,,,,,,,,,,,,,1,10,,634
25,2012,12,1,35,0,01,2,1,6,2,1,,,2,3,06,08,36,,,,450,440,1,450,440,0,,140,0,140,,4,,1200,3,2,1,1,,,,,,,,,,,,,,,,,1,17,,209
26,2012,12,3,35,4,03,6,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,,,20,2,,,,,1,1,2,,,1,06,1,1390
27,2012,12,4,46,6,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,11,,61
28,2012,12,1,24,0,08,,2,2,4,1,,,1,3,21,02,09,,,,350,350,1,350,350,0,,0,0,0,,240,,2100,1,1,2,4,,,,,,,,,,,,,,,,,1,04,4,243
29,2012,12,4,11,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,44
