REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2007,02,1,13,0,01,1,1,6,1,1,,,2,3,10,07,34,,,,100,70,2,100,70,30,0,0,0,0,4,7,,675,3,1,1,4,,,,,,,,,,,,,,,,,2,03,,69
2,2007,02,4,10,0,08,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,1,01,,110
3,2007,02,1,59,9,07,,1,1,5,1,,,6,3,09,07,33,,,,200,200,2,200,200,,,,,,2,94,,,,,,,,,,,,,,,,,,,,,,,1,03,3,84
4,2007,02,4,12,0,12,,2,3,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,142
5,2007,02,1,11,0,05,,2,1,3,1,,,1,3,17,04,18,,,,400,330,1,400,330,70,3,0,0,0,,54,,1239,3,1,1,1,,,,,,,,,,,,,,,,,1,09,3,42
6,2007,02,1,35,4,11,,2,1,2,1,,,2,3,12,02,05,,,,375,300,1,375,300,75,3,0,0,0,,96,,2974,3,1,3,3,,,,,,,,,,,,,,,,,,08,,833
7,2007,02,2,35,4,09,,1,1,1,1,,,6,2,10,01,03,3,1,,120,0,2,120,0,,,,,,7,134,,,,,,,,,,,,,,,,,,,,,,,1,02,,680
8,2007,02,3,35,0,07,,2,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,52,4,1,,,21,2,,1,1,1,,,1,,,1,05,,245
9,2007,02,4,35,0,11,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,01,,228
10,2007,02,4,12,0,01,1,1,6,1,,1,1,2,3,18,09,40,,,,,,,,,,,,,,,,4,,,,,,,,,3,05,6,,,,,,,,,,,2,03,,199
11,2007,02,4,12,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,11,,127
12,2007,02,4,35,0,02,4,2,6,2,,1,2,2,3,10,07,33,,,,,,,,,,,,,,,,3,,,,,,,,,3,05,3,,,,,,,,,,,2,04,,94
13,2007,02,3,10,0,02,4,1,6,6,,1,1,2,3,02,09,40,,,,,,,,,,,,,,,,3,,,,,,4,6,1,3,05,7,2,,1,,1,1,,3,,,1,04,,125
