REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2009,12,1,35,0,11,,2,1,2,1,,,2,3,10,07,33,,,,160,200,2,160,200,0,,0,0,0,5,240,,1265,3,1,3,4,,,,,,,,,,,,,,,,,,08,,225
2,2009,12,1,11,0,09,,1,1,5,1,,,1,3,21,03,10,,,,375,300,1,375,300,75,3,0,0,0,,240,,4205,1,1,2,4,,,,,,,,,,,,,,,,,1,05,,61
3,2009,12,1,24,0,02,3,2,6,4,1,,,2,3,14,02,09,,,,270,270,2,270,270,0,,0,0,0,4,19,,1200,3,1,2,2,,,,,,,,,,,,,,,,,1,15,,281
4,2009,12,1,35,0,08,,2,1,2,1,,,3,3,10,02,07,,,,400,420,1,400,420,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,04,4,311
5,2009,12,1,24,0,06,,2,1,5,1,,,1,3,21,05,21,,,,400,400,1,400,400,0,,0,0,0,,240,,3800,1,1,3,4,,,,,,,,,,,,,,,,,1,04,4,133
6,2009,12,4,13,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,118
7,2009,12,1,35,0,08,,2,1,2,1,,,2,3,10,07,34,,,,200,200,2,200,200,0,,0,0,0,5,33,,975,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,226
8,2009,12,1,59,0,06,,1,1,3,1,,,2,3,20,08,35,,,,350,270,1,350,270,80,4,0,0,0,,51,,1760,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,161
9,2009,12,1,24,2,03,5,2,6,5,1,,,2,3,18,01,04,,,,300,300,1,300,300,0,,0,0,0,,40,,2000,3,1,3,3,,,,,,,,,,,,,,,,,3,01,,725
10,2009,12,1,24,0,08,,2,1,1,1,,,5,3,10,01,03,,,,300,350,1,300,350,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,3,69
11,2009,12,1,59,0,08,,1,1,4,1,,,2,3,04,09,39,,,,400,320,1,400,320,80,3,0,0,0,,48,,2900,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,253
12,2009,12,1,24,0,05,,2,1,4,2,,,1,3,12,02,08,,,,220,220,2,470,470,0,,0,0,0,5,188,,2000,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,283
13,2009,12,4,24,2,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,640
14,2009,12,1,13,0,03,5,1,2,5,2,,,2,3,15,07,33,,,,400,400,1,600,600,0,,0,0,0,,69,,1700,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,214
15,2009,12,1,35,4,10,,2,5,1,1,,,2,2,19,07,34,,,,400,450,1,400,450,0,,0,50,50,,219,,1300,1,1,2,4,,,,,,,,,,,,,,,,,1,14,,218
16,2009,12,4,35,0,04,,2,6,3,,1,1,1,3,21,08,37,,,,,,,,,,,,,,,,52,,,,,,,,,4,10,7,2,,,,,,,,,,2,16,2,98
17,2009,12,4,35,0,06,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,1,11,,198
18,2009,12,4,35,0,12,,1,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,11,,87
19,2009,12,1,24,0,09,,1,1,1,1,,,3,3,06,01,04,,,,375,350,1,375,350,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,214
20,2009,12,3,35,0,01,2,2,6,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,52,5,2,,,,2,,1,,,,,3,,,2,04,,187
21,2009,12,4,47,0,11,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,01,,77
22,2009,12,1,24,0,04,,2,2,4,1,,,1,3,16,02,08,,,,370,370,1,370,370,0,,0,0,0,,17,,925,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,128
23,2009,12,4,35,0,10,,1,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,1,11,,184
24,2009,12,1,35,4,03,5,1,6,3,1,,,2,3,19,07,32,,,,500,500,1,500,500,0,,0,0,0,,10,,1400,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,863
25,2009,12,4,35,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,223
26,2009,12,1,46,6,08,,2,1,2,1,,,1,3,16,02,08,,,,175,175,2,175,175,0,,0,0,0,5,87,,1650,1,1,2,3,,,,,,,,,,,,,,,,,1,04,4,175
