REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2010,07,2,46,6,06,,1,1,5,1,,,2,3,14,03,11,3,2,1,400,0,1,400,0,,,,,,,135,,4327,3,1,3,4,,,,,,,,,,,,,,,,,1,06,1,167
2,2010,07,4,46,6,12,,1,5,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,64
3,2010,07,1,59,0,08,,2,5,4,1,,,2,3,10,07,32,,,,200,330,2,200,330,0,,0,0,0,7,57,,1575,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,115
4,2010,07,4,12,0,09,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,1,10,4,138
5,2010,07,4,13,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,18,,105
6,2010,07,4,35,0,12,,2,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,85
7,2010,07,1,47,0,02,4,2,2,5,1,,,2,3,14,03,12,,,,400,440,1,400,440,0,,0,40,40,,16,,2788,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,121
8,2010,07,1,47,0,05,,2,1,4,1,,,3,3,10,02,07,,,,400,400,1,400,400,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,1,03,1,109
9,2010,07,4,47,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,11,,120
10,2010,07,4,46,6,12,,1,3,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,145
11,2010,07,3,10,0,01,2,1,6,1,,1,1,2,3,10,07,34,,,,,,,,,,,,,,,,13,,,,,,4,3,1,0,06,2,2,,1,,,,,1,,,1,03,,117
12,2010,07,4,48,8,12,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,11,,410
13,2010,07,1,47,0,03,6,2,6,3,1,,,2,3,07,02,09,,,,400,400,1,400,400,0,,0,0,0,,6,,1100,3,1,1,1,,,,,,,,,,,,,,,,,1,14,1,122
14,2010,07,4,59,9,10,,2,1,4,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,4,541
15,2010,07,1,24,0,08,,2,1,4,1,,,2,3,14,02,08,,,,350,550,1,350,550,0,,0,200,200,,4,,1700,3,1,1,2,,,,,,,,,,,,,,,,,1,03,3,273
16,2010,07,4,35,5,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,366
17,2010,07,4,24,2,12,,2,3,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,870
18,2010,07,1,48,8,04,,1,6,4,1,,,2,3,14,02,09,,,,400,400,1,400,400,0,,0,0,0,,7,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,581
19,2010,07,4,10,0,03,5,1,6,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,2,02,,99
20,2010,07,1,47,0,05,,2,4,4,1,,,2,3,07,08,38,,,,400,420,1,400,420,0,,20,0,20,,5,,1400,3,1,4,4,,,,,,,,,,,,,,,,,1,14,2,79
21,2010,07,1,24,0,02,3,1,6,4,1,,,2,3,14,03,13,,,,450,650,1,450,650,0,,0,200,200,,29,,1900,1,1,3,4,,,,,,,,,,,,,,,,,1,15,,117
22,2010,07,1,35,0,01,2,2,6,3,2,,,2,3,19,07,34,,,,200,200,2,320,300,0,,0,0,0,7,2,,1000,3,4,1,2,,,,,,,,,,,,,,,,,1,04,,108
23,2010,07,1,59,9,01,2,2,6,1,1,,,2,1,10,07,33,,,,250,120,2,250,120,0,,0,0,0,7,21,,850,3,1,1,4,,,,,,,,,,,,,,,,,1,14,,111
24,2010,07,4,47,0,06,,2,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,1,07,4,110
25,2010,07,3,47,0,02,4,1,6,3,,1,1,2,3,15,07,31,,,,,,,,,,,,,,,,20,,,,,,4,2,1,4,12,2,2,,1,,1,,1,1,,,1,18,,103
26,2010,07,3,35,4,06,,1,1,4,,1,1,2,1,07,10,42,,,,,,,,,,,,,,,,87,,,,,,29,2,1,4,12,8,2,1,1,,,1,1,1,,,1,09,2,879
27,2010,07,4,48,8,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,03,,119
28,2010,07,1,48,7,04,,2,4,4,2,,,1,3,17,02,09,,,,375,375,1,415,395,0,,0,0,0,,74,,2520,1,1,3,4,,,,,,,,,,,,,,,,,1,14,1,556
29,2010,07,1,24,0,01,1,2,6,1,1,,,2,3,19,07,34,,,,400,400,1,400,400,0,,0,0,0,,2,,900,3,2,2,4,,,,,,,,,,,,,,,,,1,14,,441
30,2010,07,4,35,5,12,,2,3,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,02,,393
31,2010,07,4,12,0,10,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,1,11,,132
32,2010,07,1,35,0,09,,2,1,2,1,,,2,2,10,07,32,,,,280,280,2,280,280,0,,0,0,0,5,34,,1025,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,182
33,2010,07,4,10,0,06,,2,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,2,01,,93
34,2010,07,1,35,0,05,,2,1,4,1,,,2,3,17,05,24,,,,400,330,1,400,330,70,1,0,0,0,,80,,1350,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,200
35,2010,07,1,35,0,04,,2,6,4,1,,,2,3,12,02,07,,,,375,375,1,375,375,0,,0,0,0,,89,,1795,3,1,3,4,,,,,,,,,,,,,,,,,1,11,,226
36,2010,07,1,35,0,03,6,1,6,5,1,,,1,3,18,01,03,,,,375,505,1,375,505,0,,0,130,130,,28,,2821,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,258
37,2010,07,1,24,0,09,,1,1,4,1,,,1,3,16,08,36,,,,300,320,1,300,320,0,,0,0,0,,11,,1200,3,1,1,1,,,,,,,,,,,,,,,,,1,05,,129
38,2010,07,1,13,0,02,4,1,2,4,1,,,2,3,20,08,35,,,,400,400,1,400,400,0,,0,0,0,,38,,1300,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,153
39,2010,07,2,48,0,09,,2,3,5,1,,,1,3,17,04,16,1,74,2,230,0,2,230,0,,,,,,5,35,,4200,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,184
40,2010,07,2,48,8,04,,2,6,5,1,,,1,3,16,05,20,3,3,2,400,0,1,400,0,,,,,,,27,,2885,1,1,2,4,,,,,,,,,,,,,,,,,1,01,,134
41,2010,07,1,35,0,04,,1,2,4,1,,,5,3,10,01,03,,,,700,750,1,700,750,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,1,02,,216
42,2010,07,4,46,0,01,1,1,6,1,,1,1,2,3,15,09,40,,,,,,,,,,,,,,,,13,,,,,,,,,4,12,2,,,,,,,,,,,1,14,,129
43,2010,07,4,35,4,12,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,11,,732
44,2010,07,4,48,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,11,,66
45,2010,07,1,35,3,01,1,1,6,0,2,,,2,3,10,07,34,,,,180,240,2,210,270,0,,0,0,0,5,3,,1025,2,1,2,4,,,,,,,,,,,,,,,,,3,03,,412
46,2010,07,4,47,0,10,,2,4,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,1,01,,117
47,2010,07,4,35,0,05,,1,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,1,01,,162
48,2010,07,4,24,0,10,,2,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,,101
49,2010,07,2,48,7,07,,1,2,2,1,,,2,2,08,08,36,3,2,1,420,0,1,420,0,,,,,,,240,,3663,3,1,3,4,,,,,,,,,,,,,,,,,1,03,3,409
50,2010,07,4,46,6,11,,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,01,,176
51,2010,07,1,47,0,07,,2,1,2,1,,,2,3,12,03,11,,,,400,400,1,400,400,0,,0,0,0,,149,,2452,3,1,2,3,,,,,,,,,,,,,,,,,1,02,,117
52,2010,07,1,46,0,08,,2,5,3,1,,,2,3,19,07,34,,,,200,160,2,200,160,0,,0,0,0,1,21,,1025,3,1,3,3,,,,,,,,,,,,,,,,,1,01,,60
53,2010,07,1,46,6,05,,2,5,5,1,,,2,3,12,07,32,,,,375,475,1,375,475,0,,0,100,100,,193,,1700,3,1,3,4,,,,,,,,,,,,,,,,,1,18,,58
54,2010,07,1,59,0,09,,2,5,4,1,,,2,3,10,07,31,,,,375,375,1,375,375,0,,0,0,0,,118,,1525,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,460
55,2010,07,1,24,2,02,4,1,6,4,1,,,1,3,17,04,16,,,,350,270,1,350,270,80,2,0,0,0,,6,,1850,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,923
56,2010,07,4,35,0,12,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,11,,78
57,2010,07,2,24,0,03,6,2,2,6,1,,,1,3,16,05,20,3,5,1,320,0,1,320,0,,,,,,,24,,2644,1,3,3,3,,,,,,,,,,,,,,,,,1,02,,475
58,2010,07,1,24,0,05,,2,1,1,1,,,1,3,18,06,27,,,,150,150,2,150,150,0,,0,0,0,7,60,,1000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,3,108
59,2010,07,4,35,0,03,6,1,2,2,,1,1,2,3,04,09,39,,,,,,,,,,,,,,,,47,,,,,,,,,0,00,1,1,,,,,,,,,,1,12,1,110
60,2010,07,2,46,0,07,,2,4,2,1,,,2,3,10,07,31,3,1,1,400,0,1,400,0,,,,,,,240,,2700,3,1,3,4,,,,,,,,,,,,,,,,,1,14,2,66
