REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2012,11,4,24,0,12,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,01,,120
2,2012,11,4,35,0,12,,2,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,205
3,2012,11,1,24,0,09,,1,1,2,1,,,2,3,10,01,03,,,,400,400,1,400,400,0,,0,0,0,,240,,2885,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,182
4,2012,11,1,46,0,08,,1,2,1,1,,,2,3,06,08,35,,,,450,450,1,450,450,0,,0,0,0,,67,,2393,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,109
5,2012,11,3,24,0,10,,2,1,4,,1,1,2,3,14,02,07,,,,,,,,,,,,,,,,51,,,,,,24,2,2,4,09,7,2,,1,,,,,1,,,1,11,,115
6,2012,11,4,35,0,03,6,2,2,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,1,06,1,185
7,2012,11,4,35,5,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,11,,384
8,2012,11,1,24,0,04,,2,1,4,1,,,2,3,07,02,09,,,,400,400,1,400,400,0,,0,0,0,,163,,2077,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,153
9,2012,11,4,35,0,12,,2,3,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,94
10,2012,11,1,24,0,04,,1,6,1,1,,,2,3,08,10,42,,,,400,600,1,400,600,0,,200,0,200,,11,,1185,3,1,2,4,,,,,,,,,,,,,,,,,1,18,,126
11,2012,11,1,35,0,07,,2,1,6,1,,,2,3,07,02,05,,,,400,640,1,400,640,0,,120,120,240,,41,,3365,3,1,2,2,,,,,,,,,,,,,,,,,1,03,2,204
12,2012,11,1,10,0,05,,2,2,6,1,,,1,3,16,05,20,,,,240,240,2,240,240,0,,0,0,0,6,63,,6000,1,4,4,4,,,,,,,,,,,,,,,,,3,02,,111
13,2012,11,1,46,6,07,,1,1,3,1,,,2,3,15,02,07,,,,500,420,1,500,420,80,3,0,0,0,,117,,5385,3,1,2,2,,,,,,,,,,,,,,,,,1,04,4,160
14,2012,11,4,35,0,09,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,1,01,,261
