REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2008,03,4,24,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,11,,92
2,2008,03,1,47,0,05,,2,1,4,1,,,1,3,16,07,34,,,,150,150,2,150,150,0,,0,0,0,2,5,,1600,3,1,1,3,,,,,,,,,,,,,,,,,1,03,1,98
3,2008,03,1,35,0,08,,1,1,4,1,,,1,3,21,02,09,,,,375,375,1,375,375,0,,0,0,0,,240,,2500,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,104
4,2008,03,1,11,0,09,,1,1,5,1,,,5,3,16,01,02,,,,80,80,2,80,80,,,,,,5,151,,,,,,,,,,,,,,,,,,,,,,,1,02,,29
5,2008,03,4,59,0,01,1,1,6,1,,1,2,2,3,06,08,38,,,,,,,,,,,,,,,,3,,,,,,,,,3,05,8,,,,,,,,,4,,2,06,,310
6,2008,03,1,35,0,01,1,1,6,1,1,,,2,3,10,07,34,,,,100,100,2,100,100,0,,0,0,0,4,12,,800,3,1,2,4,,,,,,,,,,,,,,,,,2,03,,103
7,2008,03,4,24,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,1,11,,179
8,2008,03,1,35,0,11,,2,1,1,1,,,2,3,13,07,34,,,,300,300,1,300,300,0,,0,0,0,,115,,900,3,1,1,4,,,,,,,,,,,,,,,,,,02,,311
9,2008,03,1,35,0,05,,1,1,2,1,,,2,3,08,10,42,,,,400,320,1,400,320,80,3,0,0,0,,110,,2100,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,219
10,2008,03,1,35,0,07,,2,5,2,1,,,2,3,10,07,34,,,,250,320,2,250,320,0,,0,0,0,7,31,,800,1,1,3,4,,,,,,,,,,,,,,,,,1,14,3,188
11,2008,03,4,35,0,02,3,2,6,3,,1,1,2,3,19,07,34,,,,,,,,,,,,,,,,3,,,,,,,,,0,00,2,1,,,,,,,,,,1,14,,222
12,2008,03,1,35,0,10,,1,1,1,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,240,,1807,1,1,2,2,,,,,,,,,,,,,,,,,1,02,,289
13,2008,03,1,59,0,05,,1,6,3,1,,,2,2,06,08,38,,,,400,400,1,400,400,0,,0,0,0,,13,,2697,1,1,3,3,,,,,,,,,,,,,,,,,1,18,,124
14,2008,03,4,46,0,12,,1,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,11,,27
