REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2006,12,1,48,7,08,,2,1,6,1,,,1,3,16,05,20,,,,300,400,1,300,400,0,,0,100,100,,240,,4103,2,1,2,4,,,,,,,,,,,,,,,,,1,09,3,539
2,2006,12,1,11,0,03,6,1,4,2,1,,,2,3,10,07,33,,,,380,420,1,380,420,0,,0,0,0,,41,,1518,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,48
3,2006,12,1,59,0,05,,1,2,4,1,,,2,3,04,08,35,,,,400,400,1,400,400,0,,0,0,0,,68,,3326,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,113
4,2006,12,1,35,0,05,,1,1,2,1,,,2,1,07,02,09,,,,400,400,1,400,400,0,,0,0,0,,3,,1045,3,3,4,4,,,,,,,,,,,,,,,,,1,03,1,302
5,2006,12,1,48,8,02,3,2,6,2,1,,,2,3,19,07,34,,,,400,400,1,400,400,0,,0,0,0,,5,,850,3,1,1,4,,,,,,,,,,,,,,,,,1,01,,233
6,2006,12,4,59,9,08,,1,1,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,455
7,2006,12,1,59,0,08,,1,1,6,1,,,4,3,14,02,05,,,,240,300,2,240,300,,,,,,5,149,,,,,,,,,,,,,,,,,,,,,,,1,05,,380
8,2006,12,1,35,4,07,,2,1,4,1,,,2,1,17,02,09,,,,375,445,1,375,445,0,,0,70,70,,23,,1641,3,1,1,4,,,,,,,,,,,,,,,,,1,03,2,643
9,2006,12,4,13,0,10,,2,3,0,,1,1,2,3,20,05,26,,,,,,,,,,,,,,,,87,,,,,,,,,1,01,7,,,,,,,,,,,1,01,,68
10,2006,12,1,48,8,09,,1,5,5,1,,,4,3,14,03,11,,,,400,380,1,400,380,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,1,01,,539
11,2006,12,1,48,8,03,5,2,2,3,1,,,2,3,10,07,33,,,,150,130,2,150,130,0,,0,0,0,4,2,,850,3,4,2,4,,,,,,,,,,,,,,,,,2,02,,128
12,2006,12,1,35,3,03,5,1,6,4,1,,,2,3,06,08,36,,,,400,480,1,400,480,0,,80,0,80,,5,,1000,3,1,3,4,,,,,,,,,,,,,,,,,1,03,,389
