REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2013,09,1,47,0,11,,1,1,2,1,,,2,3,14,02,07,,,,400,360,1,400,360,40,3,0,0,0,,128,,1375,3,1,2,4,,,,,,,,,,,,,,,,,,05,,89
2,2013,09,4,46,0,01,2,1,6,1,,1,2,2,3,01,09,40,,,,,,,,,,,,,,,,1,,,,,,,,,4,09,2,,,,,,,,,5,,2,03,,92
3,2013,09,1,59,0,06,,2,1,2,1,,,2,3,10,07,34,,,,350,350,1,350,350,0,,0,0,0,,9,,1300,3,1,2,4,,,,,,,,,,,,,,,,,1,03,2,403
4,2013,09,4,35,0,05,,2,1,0,,1,1,2,2,01,09,40,,,,,,,,,,,,,,,,39,,,,,,,,,2,03,12,,,,,,,,,,,1,06,1,177
5,2013,09,1,48,0,10,,1,2,1,1,,,6,3,10,01,03,,,,800,400,1,800,400,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,1,02,,256
6,2013,09,2,35,0,09,,1,1,5,1,,,6,2,16,05,20,3,6,,200,0,2,200,0,,,,,,7,153,,,,,,,,,,,,,,,,,,,,,,,1,18,,248
7,2013,09,1,12,0,05,,2,1,6,1,,,1,3,16,05,20,,,,370,240,1,370,240,200,2,0,70,70,,149,,4002,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,151
8,2013,09,4,10,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,106
9,2013,09,1,24,0,07,,2,6,3,1,,,1,3,21,02,09,,,,375,225,1,375,225,150,1,0,0,0,,3,,1900,3,4,2,4,,,,,,,,,,,,,,,,,1,01,,159
10,2013,09,1,35,0,08,,1,1,2,1,,,2,3,09,07,31,,,,400,400,1,400,400,0,,0,0,0,,3,,2000,3,1,1,4,,,,,,,,,,,,,,,,,1,05,,196
11,2013,09,1,48,7,02,4,1,6,5,1,,,2,3,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,39,,1700,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,552
