REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2009,07,1,35,3,10,,2,1,6,1,,,2,3,12,02,09,,,,90,90,2,90,90,0,,0,0,0,5,19,,5342,3,1,1,1,,,,,,,,,,,,,,,,,1,08,,379
2,2009,07,1,35,0,04,,2,6,1,1,,,2,3,19,07,33,,,,400,400,1,400,400,0,,0,0,0,,10,,938,3,1,1,1,,,,,,,,,,,,,,,,,1,14,3,161
3,2009,07,4,35,0,02,3,1,6,2,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,1,,,,,,,,,4,12,4,,,,,,,,,0,,1,07,,227
4,2009,07,4,13,0,09,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,1,05,,119
5,2009,07,1,59,0,08,,2,1,3,1,,,2,2,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,240,,1300,3,1,1,3,,,,,,,,,,,,,,,,,1,08,,208
6,2009,07,1,59,0,01,2,1,6,3,1,,,2,3,14,02,09,,,,380,380,1,380,380,0,,0,0,0,,2,,1700,3,3,1,1,,,,,,,,,,,,,,,,,3,04,,414
7,2009,07,1,47,0,01,2,2,6,1,1,,,2,3,06,02,09,,,,70,70,2,70,70,0,,0,0,0,7,1,,1000,3,4,1,1,,,,,,,,,,,,,,,,,1,14,,113
8,2009,07,1,35,0,06,,2,1,3,1,,,2,3,17,05,26,,,,240,135,2,240,135,0,,0,0,0,6,21,,1836,1,1,1,4,,,,,,,,,,,,,,,,,1,03,3,202
9,2009,07,2,59,0,05,,2,1,4,1,,,1,3,21,05,25,3,1,1,400,0,1,400,0,,,,,,,115,,3200,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,115
10,2009,07,1,48,8,12,,1,6,2,2,,,2,3,10,07,33,,,,320,330,1,480,490,0,,10,0,10,,27,,950,3,1,2,2,,,,,,,,,,,,,,,,,,01,,167
11,2009,07,4,59,9,11,,1,6,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,01,,103
12,2009,07,1,35,0,11,,1,1,2,1,,,2,3,10,08,38,,,,300,300,1,300,300,0,,0,0,0,,42,,1000,3,1,1,1,,,,,,,,,,,,,,,,,,02,,80
13,2009,07,1,11,0,01,1,1,6,1,2,,,2,3,19,07,34,,,,150,150,2,250,250,0,,0,0,0,6,14,,825,3,4,2,2,,,,,,,,,,,,,,,,,1,03,,29
14,2009,07,3,10,0,07,,2,4,1,,1,1,2,3,17,07,33,,,,,,,,,,,,,,,,1,,,,,,12,6,1,0,06,5,2,,,,,,1,2,,,1,16,2,109
15,2009,07,4,11,0,10,,2,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,1,11,,62
16,2009,07,2,24,0,11,,1,1,2,1,,,2,3,14,02,05,3,1,1,240,0,2,240,0,,,,,,5,240,,925,3,1,1,2,,,,,,,,,,,,,,,,,,05,,142
17,2009,07,1,35,0,07,,2,1,2,2,,,2,3,07,08,38,,,,400,400,1,460,460,0,,0,0,0,,86,,2000,3,1,3,3,,,,,,,,,,,,,,,,,1,15,4,194
18,2009,07,1,35,0,08,,2,1,2,1,,,2,3,13,07,34,,,,125,125,2,125,125,0,,0,0,0,6,65,,1200,3,2,1,1,,,,,,,,,,,,,,,,,1,02,,361
19,2009,07,1,35,0,07,,1,1,2,1,,,2,3,14,01,01,,,,370,370,1,370,370,0,,0,0,0,,240,,8576,3,1,2,4,,,,,,,,,,,,,,,,,1,04,4,215
20,2009,07,4,46,0,11,,1,5,1,,1,2,2,2,04,07,33,,,,,,,,,,,,,,,,7,,,,,,,,,4,10,1,,,,,,,,,,,,01,,39
21,2009,07,4,46,0,10,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,1,08,,38
22,2009,07,1,35,5,07,,2,1,4,1,,,2,3,14,01,03,,,,400,400,1,400,400,0,,0,0,0,,148,,1923,3,1,2,4,,,,,,,,,,,,,,,,,1,03,3,368
23,2009,07,3,24,2,06,,1,2,4,,1,1,2,2,07,01,04,,,,,,,,,,,,,,,,130,,,,,,16,2,1,4,12,6,2,,,,1,1,,1,,,1,12,1,666
24,2009,07,2,35,0,06,,1,1,4,1,,,1,3,21,03,11,3,1,1,373,0,1,373,0,,,,,,,238,,3867,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,197
25,2009,07,1,35,4,02,4,2,6,5,1,,,2,3,06,02,08,,,,250,160,2,250,160,80,3,0,0,0,6,62,,2000,3,3,1,1,,,,,,,,,,,,,,,,,1,07,,821
26,2009,07,1,35,0,07,,2,4,4,1,,,1,3,21,05,25,,,,375,375,1,375,375,0,,0,0,0,,89,,2400,1,3,4,4,,,,,,,,,,,,,,,,,1,15,4,102
27,2009,07,1,47,0,10,,2,5,4,2,,,2,3,17,05,26,,,,100,150,2,250,180,0,,0,0,0,1,11,,1000,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,89
28,2009,07,4,35,4,12,,2,1,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,779
29,2009,07,3,46,0,01,2,1,6,2,,1,1,2,3,07,08,35,,,,,,,,,,,,,,,,1,,,,,,1,2,1,4,10,2,2,,,,,,1,1,,,1,03,,114
30,2009,07,1,35,0,08,,1,1,5,1,,,6,3,13,01,03,,,,500,480,1,500,480,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,1,04,4,338
31,2009,07,1,13,0,03,6,1,2,3,1,,,2,3,13,07,33,,,,120,120,2,120,120,0,,0,0,0,4,37,,1000,3,1,1,4,,,,,,,,,,,,,,,,,2,03,1,119
32,2009,07,3,12,0,01,2,2,6,1,,1,2,2,3,10,07,34,,,,,,,,,,,,,,,,9,,,,,,2,6,1,3,05,11,2,,1,,,,,3,,,1,14,,108
33,2009,07,4,35,0,05,,2,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,1,16,2,187
34,2009,07,1,59,0,06,,1,1,2,1,,,2,3,02,09,40,,,,430,480,1,430,480,0,,50,0,50,,240,,2900,1,1,2,4,,,,,,,,,,,,,,,,,1,03,1,395
35,2009,07,4,24,0,12,,1,2,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,11,,133
36,2009,07,2,24,0,06,,1,1,4,1,,,2,3,11,03,13,3,2,1,400,0,1,400,0,,,,,,,45,,2400,3,1,2,2,,,,,,,,,,,,,,,,,1,03,2,643
37,2009,07,1,59,0,01,2,1,6,2,1,,,2,3,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,2,,800,3,1,1,3,,,,,,,,,,,,,,,,,1,03,,423
38,2009,07,2,48,0,11,,2,5,1,1,,,2,3,10,07,33,3,12,2,200,0,2,200,0,,,,,,5,45,,1000,3,1,2,4,,,,,,,,,,,,,,,,,,01,,99
39,2009,07,1,46,6,03,5,1,6,4,1,,,2,3,09,03,13,,,,400,400,1,400,400,0,,0,0,0,,12,,2212,3,1,1,4,,,,,,,,,,,,,,,,,1,01,,178
40,2009,07,1,47,0,05,,2,6,2,1,,,2,3,19,07,34,,,,400,400,1,400,400,0,,0,0,0,,4,,1200,3,1,2,2,,,,,,,,,,,,,,,,,1,16,,112
41,2009,07,4,46,6,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,64
42,2009,07,1,46,6,08,,2,1,2,1,,,1,3,08,10,42,,,,400,240,1,400,240,160,1,0,0,0,,122,,1600,1,1,3,3,,,,,,,,,,,,,,,,,1,08,,186
43,2009,07,1,59,9,08,,1,6,2,1,,,2,3,09,07,33,,,,400,400,1,400,400,0,,0,0,0,,19,,1683,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,605
44,2009,07,1,24,0,08,,2,6,5,1,,,1,3,21,02,08,,,,350,350,1,350,350,0,,0,0,0,,123,,2473,1,1,1,3,,,,,,,,,,,,,,,,,1,01,,93
45,2009,07,4,35,4,01,1,2,6,1,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,720
46,2009,07,3,24,2,03,5,1,2,1,,1,1,2,3,08,10,42,,,,,,,,,,,,,,,,6,,,,,,2,3,1,0,00,2,2,1,1,,1,,1,1,,,1,09,2,683
47,2009,07,1,24,0,03,6,2,6,4,1,,,2,3,10,08,37,,,,350,350,1,350,350,0,,0,0,0,,5,,900,3,1,1,4,,,,,,,,,,,,,,,,,1,01,,616
48,2009,07,4,35,0,10,,1,1,5,,1,1,4,3,07,01,04,,,,,,,,,,,,,,,,55,,,,,,,,,0,08,10,2,,,,,,,,6,,1,08,,194
49,2009,07,4,24,2,12,,2,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,06,,465
50,2009,07,1,24,0,10,,2,5,4,1,,,1,3,17,04,18,,,,300,390,1,300,390,0,,90,0,90,,240,,1814,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,168
51,2009,07,4,59,9,09,,1,1,4,,1,1,2,3,18,08,35,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,5,,,,,,,,,,,1,10,4,150
52,2009,07,1,35,0,09,,1,1,2,1,,,2,3,19,07,34,,,,500,500,1,500,500,0,,0,0,0,,240,,1154,3,2,2,2,,,,,,,,,,,,,,,,,1,02,,463
53,2009,07,1,35,0,12,,1,1,2,1,,,3,3,14,03,13,,,,500,500,1,500,500,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,02,,88
54,2009,07,1,35,4,05,,2,1,6,1,,,2,1,14,03,10,,,,400,400,1,400,400,0,,0,0,0,,35,,1000,3,1,2,4,,,,,,,,,,,,,,,,,1,08,,792
55,2009,07,4,13,0,10,,1,5,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,18,,100
56,2009,07,1,47,0,04,,1,1,4,1,,,6,3,07,08,35,,,,600,500,1,600,500,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1,06,1,116
57,2009,07,2,35,0,05,,2,1,6,1,,,1,1,16,05,25,3,3,2,370,0,1,370,0,,,,,,,47,,2300,1,1,2,4,,,,,,,,,,,,,,,,,1,09,1,220
58,2009,07,2,35,0,07,,2,1,5,1,,,1,3,16,05,20,3,2,2,300,0,1,300,0,,,,,,,59,,3333,1,1,4,4,,,,,,,,,,,,,,,,,1,09,3,198
59,2009,07,1,12,0,08,,1,1,6,1,,,6,3,01,01,04,,,,400,400,1,400,400,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,1,03,2,140
60,2009,07,4,24,0,11,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,01,,258
61,2009,07,1,13,0,04,,2,1,4,1,,,2,3,17,04,16,,,,420,480,1,420,480,0,,0,0,0,,21,,1400,3,1,1,3,,,,,,,,,,,,,,,,,1,02,,128
