REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2006,08,4,48,8,03,6,2,1,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,535
2,2006,08,1,10,0,05,,2,1,3,1,,,2,3,10,02,09,,,,400,320,1,400,320,80,1,0,0,0,,239,,1659,1,1,2,4,,,,,,,,,,,,,,,,,1,14,2,162
3,2006,08,1,46,0,08,,1,5,1,1,,,5,3,15,08,36,,,,300,300,1,300,300,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,1,18,,34
4,2006,08,4,59,9,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,11,,499
5,2006,08,2,35,5,08,,1,1,2,1,,,2,3,07,08,35,3,1,1,420,0,1,420,0,,,,,,,240,,3000,3,1,4,4,,,,,,,,,,,,,,,,,1,02,,446
6,2006,08,4,59,0,12,,2,3,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,08,,147
7,2006,08,4,48,0,11,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,236
8,2006,08,1,35,0,01,2,1,6,1,1,,,2,3,15,07,34,,,,400,400,1,400,400,0,,0,0,0,,6,,900,3,1,2,4,,,,,,,,,,,,,,,,,1,07,,225
9,2006,08,1,24,0,04,,1,2,4,2,,,2,3,01,09,40,,,,500,500,1,600,550,0,,0,0,0,,126,,1600,3,1,3,4,,,,,,,,,,,,,,,,,1,06,1,92
10,2006,08,4,47,0,08,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,1,05,,84
11,2006,08,2,24,0,10,,1,1,4,1,,,5,3,03,09,39,0,6,,720,0,1,720,0,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,05,,112
12,2006,08,3,35,0,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2,,,,2,,,,1,,,3,,,1,14,,132
13,2006,08,1,24,0,09,,1,5,2,1,,,3,3,11,01,04,,,,400,400,1,400,400,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,1,01,,145
14,2006,08,1,24,2,07,,2,5,1,1,,,2,2,07,07,33,,,,400,360,1,400,360,40,3,0,0,0,,160,,1163,1,1,3,3,,,,,,,,,,,,,,,,,1,01,,544
15,2006,08,1,24,0,07,,2,5,2,1,,,2,3,18,07,34,,,,400,400,1,400,400,0,,0,0,0,,107,,1000,1,1,2,2,,,,,,,,,,,,,,,,,1,15,4,130
16,2006,08,2,11,0,10,,1,1,2,1,,,5,3,03,09,39,0,8,,700,0,1,700,0,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,34
17,2006,08,1,47,0,01,2,2,6,2,1,,,2,3,18,06,30,,,,375,300,1,375,300,75,1,0,0,0,,3,,850,3,2,1,1,,,,,,,,,,,,,,,,,1,14,,114
18,2006,08,1,35,0,06,,2,1,2,1,,,1,3,05,07,31,,,,375,375,1,375,375,0,,0,0,0,,169,,4308,3,1,3,3,,,,,,,,,,,,,,,,,1,03,3,168
19,2006,08,1,48,8,09,,1,2,2,1,,,1,3,21,08,38,,,,400,400,1,400,400,0,,0,0,0,,240,,1827,1,1,2,4,,,,,,,,,,,,,,,,,1,18,,96
20,2006,08,4,35,0,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,03,,288
21,2006,08,4,35,0,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,04,,261
22,2006,08,1,46,6,04,,1,1,4,1,,,1,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,3,,2400,1,2,1,4,,,,,,,,,,,,,,,,,1,03,2,156
23,2006,08,1,59,0,09,,2,2,4,1,,,1,3,17,04,18,,,,20,450,2,20,450,0,,0,0,0,6,70,,1665,1,4,3,4,,,,,,,,,,,,,,,,,1,08,,128
24,2006,08,1,46,0,06,,1,1,4,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,240,,1950,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,146
25,2006,08,2,35,0,07,,1,1,4,1,,,2,3,09,02,09,3,1,1,400,0,1,400,0,,,,,,,240,,2300,3,1,1,3,,,,,,,,,,,,,,,,,1,04,4,174
26,2006,08,4,35,0,11,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,11,,210
27,2006,08,1,13,0,06,,1,1,2,1,,,2,3,10,08,35,,,,440,440,1,440,440,0,,40,0,40,,69,,2000,3,1,2,2,,,,,,,,,,,,,,,,,1,04,4,70
28,2006,08,1,48,0,09,,2,1,4,1,,,2,3,19,07,34,,,,200,200,2,200,200,0,,0,0,0,3,49,,1000,3,1,2,4,,,,,,,,,,,,,,,,,1,04,4,213
