REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2018,12,1,46,0,01,2,2,6,1,1,,,2,3,10,07,34,,,,215,270,2,215,270,0,,0,0,0,4,7,,1160,3,1,2,3,,,,,,,,,,,,,,,,,2,06,,150
2,2018,12,1,48,0,10,,1,6,4,1,,,6,3,18,06,27,,,,100,50,2,100,50,,,,,,5,48,,,,,,,,,,,,,,,,,,,,,,,1,01,,77
3,2018,12,1,46,6,09,,1,1,3,1,,,1,3,16,07,31,,,,400,320,1,400,320,80,1,0,0,0,,40,,1900,1,1,2,3,,,,,,,,,,,,,,,,,1,02,,108
4,2018,12,1,24,2,06,,1,6,3,1,,,2,3,09,08,38,,,,400,400,1,400,400,0,,0,0,0,,46,,1700,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,1287
5,2018,12,1,46,6,07,,1,1,2,1,,,2,3,07,10,41,,,,400,400,1,400,400,0,,0,0,0,,189,,3100,3,1,2,2,,,,,,,,,,,,,,,,,1,06,3,130
6,2018,12,4,47,0,10,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,1,11,,121
7,2018,12,4,46,6,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,109
8,2018,12,3,47,0,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2,,,,2,,1,,1,,,3,,,2,03,,153
9,2018,12,4,24,2,09,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,1,01,,1066
10,2018,12,4,35,0,11,,1,1,2,,1,1,4,2,06,08,36,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,7,,,,,,,,,,,,11,,227
11,2018,12,4,35,4,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,05,,791
12,2018,12,1,35,0,10,,2,1,6,1,,,1,3,16,05,20,,,,150,120,2,150,120,0,,0,0,0,5,240,,2564,1,3,4,4,,,,,,,,,,,,,,,,,1,08,,102
13,2018,12,1,24,0,01,1,2,6,1,1,,,2,3,19,07,32,,,,60,60,2,60,60,0,,0,0,0,4,3,,1200,3,1,1,1,,,,,,,,,,,,,,,,,2,03,,96
14,2018,12,1,47,0,07,,1,1,4,1,,,2,3,09,08,36,,,,400,580,1,400,580,0,,180,0,180,,68,,2500,3,1,1,1,,,,,,,,,,,,,,,,,1,03,2,73
15,2018,12,1,46,6,08,,1,6,1,1,,,2,3,11,08,35,,,,500,500,1,500,500,0,,0,0,0,,240,,3980,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,123
16,2018,12,4,12,0,12,,1,1,1,,1,1,6,3,03,09,39,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,8,,,,,,,,,,,,11,,126
17,2018,12,1,12,0,06,,1,1,2,1,,,3,1,18,01,02,,,,550,600,1,550,600,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,1,06,2,117
18,2018,12,4,24,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,184
19,2018,12,4,35,4,05,,2,6,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,18,,836
20,2018,12,1,24,0,11,,2,5,2,1,,,2,3,17,04,18,,,,140,140,2,140,140,0,,0,0,0,5,2,,1400,3,1,2,2,,,,,,,,,,,,,,,,,,01,,515
21,2018,12,4,24,0,11,,2,2,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,11,,142
22,2018,12,4,13,0,12,,1,3,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,01,,107
23,2018,12,1,35,0,01,1,1,6,1,1,,,2,3,10,07,34,,,,120,140,2,120,140,0,,0,0,0,4,6,,1400,1,1,2,2,,,,,,,,,,,,,,,,,2,06,,464
24,2018,12,4,24,0,09,,2,1,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,130
25,2018,12,4,46,6,12,,2,5,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,18,,134
26,2018,12,1,13,0,11,,1,4,0,1,,,2,3,08,08,36,,,,300,600,1,300,600,0,,150,0,150,,9,,1360,1,2,3,3,,,,,,,,,,,,,,,,,,01,,100
27,2018,12,1,35,0,06,,1,1,4,1,,,1,3,16,05,25,,,,350,280,1,350,280,70,1,0,0,0,,76,,3200,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,105
28,2018,12,1,35,4,09,,1,1,5,1,,,6,2,12,07,32,,,,400,400,1,400,400,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,1,02,,962
29,2018,12,1,47,0,03,6,1,1,2,1,,,2,3,07,10,41,,,,400,400,1,400,400,0,,0,0,0,,132,,2910,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,85
30,2018,12,4,13,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,130
31,2018,12,4,12,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,1,11,,160
32,2018,12,1,35,5,05,,2,1,2,1,,,2,3,09,07,33,,,,400,320,1,400,320,80,3,0,0,0,,2,,6731,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,446
33,2018,12,1,46,6,06,,2,2,2,1,,,2,3,12,07,33,,,,375,300,1,375,300,75,1,0,0,0,,227,,2308,3,1,1,4,,,,,,,,,,,,,,,,,1,03,3,122
34,2018,12,4,59,0,08,,2,2,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,1,05,,580
35,2018,12,4,48,0,04,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,1,06,1,311
36,2018,12,1,35,0,09,,2,1,4,1,,,1,3,17,04,18,,,,250,240,2,250,240,0,,0,0,0,7,240,,2200,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,424
37,2018,12,1,35,0,10,,1,1,2,1,,,6,3,11,08,36,,,,600,600,1,600,600,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,04,4,299
38,2018,12,4,48,0,09,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,109
39,2018,12,4,13,0,10,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,1,11,,123
40,2018,12,2,35,0,06,,1,5,2,1,,,2,3,11,08,38,3,2,1,400,0,1,400,0,,,,,,,24,,2000,3,1,1,4,,,,,,,,,,,,,,,,,1,11,,165
41,2018,12,1,35,3,04,,2,1,4,2,,,2,3,12,05,20,,,,375,300,1,425,320,75,1,0,0,0,,136,,3487,3,1,2,4,,,,,,,,,,,,,,,,,1,03,1,616
42,2018,12,1,12,0,10,,2,1,2,1,,,2,3,10,07,34,,,,120,140,2,120,140,0,,0,0,0,5,17,,1115,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,203
