REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2006,09,4,59,9,12,,1,1,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,03,,113
2,2006,09,1,35,0,07,,1,1,2,1,,,2,3,19,07,31,,,,400,400,1,400,400,0,,0,0,0,,206,,2356,3,1,3,3,,,,,,,,,,,,,,,,,1,03,3,108
3,2006,09,3,35,0,05,,2,4,4,,1,1,2,3,14,02,07,,,,,,,,,,,,,,,,40,,,,,,2,2,1,4,12,1,2,,,,,,1,1,,,1,16,2,167
4,2006,09,1,35,0,06,,1,1,6,1,,,1,3,16,05,20,,,,400,520,1,400,520,0,,0,120,120,,37,,2644,1,1,2,3,,,,,,,,,,,,,,,,,1,03,1,141
5,2006,09,1,48,0,06,,2,1,6,1,,,6,3,17,04,14,,,,350,320,1,350,320,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,1,03,3,357
6,2006,09,1,13,0,05,,2,1,4,1,,,2,3,15,07,33,,,,400,80,1,400,80,320,0,0,0,0,,1,,800,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,61
7,2006,09,1,48,0,05,,2,1,2,1,,,2,3,10,01,03,,,,500,500,1,500,500,0,,0,0,0,,14,,1120,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,78
8,2006,09,3,10,0,01,2,1,6,2,,1,1,2,3,18,06,29,,,,,,,,,,,,,,,,8,,,,,,1,6,1,4,09,6,2,,,1,,,,0,,,1,03,,102
9,2006,09,1,24,2,04,,2,2,6,1,,,4,3,18,06,27,,,,600,10,1,600,10,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,1,02,,725
10,2006,09,3,48,8,02,4,2,6,3,,1,2,2,3,16,06,30,,,,,,,,,,,,,,,,1,,,,,,1,2,2,4,09,2,2,,1,,,,,1,,,2,04,,298
11,2006,09,1,24,0,08,,1,2,4,1,,,2,3,14,03,10,,,,400,400,1,400,400,0,,0,0,0,,54,,2700,1,3,3,3,,,,,,,,,,,,,,,,,1,02,,159
12,2006,09,4,47,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,119
13,2006,09,1,13,0,03,6,1,6,5,1,,,1,3,21,02,05,,,,363,363,1,363,363,0,,0,0,0,,52,,2309,3,1,4,4,,,,,,,,,,,,,,,,,3,01,,122
14,2006,09,4,35,0,03,5,2,1,4,,1,1,2,3,11,08,35,,,,,,,,,,,,,,,,10,,,,,,,,,4,12,4,,,,,,,,,,,1,05,,226
15,2006,09,3,47,0,04,,2,6,6,,1,2,1,1,16,02,09,,,,,,,,,,,,,,,,1,,,,,,20,3,2,3,05,8,2,,,,1,,1,1,,,2,01,,82
