REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2009,06,1,35,0,02,4,1,6,2,1,,,2,3,10,07,34,,,,320,320,1,320,320,0,,0,0,0,,85,,1240,3,1,2,4,,,,,,,,,,,,,,,,,2,04,,138
2,2009,06,1,46,6,04,,1,6,1,1,,,2,3,09,08,38,,,,400,430,1,400,430,0,,30,0,30,,105,,1746,3,1,2,3,,,,,,,,,,,,,,,,,1,01,,198
3,2009,06,1,47,0,01,2,1,6,1,1,,,2,3,10,07,34,,,,80,120,2,80,120,0,,0,0,0,4,25,,875,3,1,1,1,,,,,,,,,,,,,,,,,2,03,,120
4,2009,06,3,10,0,04,,1,2,4,,1,1,2,3,20,08,35,,,,,,,,,,,,,,,,20,,,,,,2,2,1,4,10,1,2,,1,,,,,1,,,1,11,,92
5,2009,06,4,59,0,02,4,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,1,11,,155
6,2009,06,3,35,0,02,4,1,2,1,,1,1,2,3,20,08,35,,,,,,,,,,,,,,,,2,,,,,,2,2,1,4,12,2,2,1,,,1,1,,1,,,1,09,1,182
7,2009,06,1,47,0,05,,2,5,5,1,,,6,3,14,06,28,,,,200,200,2,200,200,,,,,,5,52,,,,,,,,,,,,,,,,,,,,,,,1,01,,89
8,2009,06,4,46,6,12,,2,3,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,01,,160
9,2009,06,1,47,0,10,,2,5,4,2,,,2,3,20,05,26,,,,200,320,2,360,480,0,,0,0,0,7,2,,1000,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,180
10,2009,06,2,48,7,07,,1,6,5,1,,,4,3,14,02,06,0,5,2,400,0,1,400,0,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,1,01,,85
11,2009,06,1,59,9,05,,1,1,5,1,,,2,3,14,02,06,,,,400,400,1,400,400,0,,0,0,0,,134,,4087,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,673
12,2009,06,1,35,0,02,3,2,6,2,1,,,2,3,12,02,08,,,,160,160,2,160,160,0,,0,0,0,7,10,,1000,3,3,1,1,,,,,,,,,,,,,,,,,1,15,,106
13,2009,06,1,24,0,03,6,2,2,2,1,,,2,3,10,07,33,,,,300,300,1,300,300,0,,0,0,0,,19,,950,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,324
14,2009,06,2,24,0,07,,2,1,5,1,,,1,3,16,05,20,1,32,1,350,0,1,350,0,,,,,,,240,,3791,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,266
15,2009,06,1,47,0,07,,2,1,6,1,,,6,3,17,04,14,,,,400,400,1,400,400,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,1,03,2,87
16,2009,06,3,35,4,04,,1,2,3,,1,1,3,3,08,01,03,,,,,,,,,,,,,,,,176,,,,,,5,6,1,0,08,4,2,,1,,1,,,2,,,1,08,,1036
17,2009,06,4,10,0,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,91
18,2009,06,3,35,0,04,,1,6,4,,1,1,2,3,08,10,42,,,,,,,,,,,,,,,,41,,,,,,25,1,1,4,12,7,2,,,,,,,,,1,1,01,,270
19,2009,06,1,59,9,01,2,1,6,3,1,,,2,3,11,08,38,,,,400,500,1,400,500,0,,100,0,100,,1,,1150,3,1,2,3,,,,,,,,,,,,,,,,,1,04,,501
20,2009,06,4,35,0,09,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,1,08,,123
21,2009,06,1,48,0,04,,2,6,4,2,,,2,3,17,05,26,,,,440,440,1,610,610,0,,0,0,0,,47,,1136,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,121
22,2009,06,4,13,0,01,2,1,6,1,,1,2,2,3,06,08,35,,,,,,,,,,,,,,,,3,,,,,,,,,3,05,11,,,,,,,,,,,2,03,,121
23,2009,06,1,59,0,07,,1,1,4,1,,,2,3,09,01,03,,,,400,160,1,400,160,240,1,0,0,0,,198,,3534,3,1,1,1,,,,,,,,,,,,,,,,,1,03,3,362
24,2009,06,1,35,0,06,,1,1,4,1,,,1,3,18,03,13,,,,400,400,1,400,400,0,,0,0,0,,153,,2300,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,146
25,2009,06,4,24,2,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,11,,904
26,2009,06,4,11,0,10,,1,1,4,,1,1,1,3,21,05,23,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,11,,,,,,,,,,,1,11,,47
27,2009,06,4,35,0,12,,2,1,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,197
28,2009,06,3,24,0,07,,1,6,0,,1,1,2,3,19,07,34,,,,,,,,,,,,,,,,6,,,,,,28,2,1,4,09,8,2,1,,,1,,,1,,,1,01,,83
29,2009,06,1,59,0,08,,2,2,6,1,,,2,2,17,02,09,,,,320,320,1,320,320,0,,0,0,0,,94,,1800,3,1,1,1,,,,,,,,,,,,,,,,,1,03,3,343
30,2009,06,4,35,0,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,1,08,,101
31,2009,06,1,46,0,06,,2,1,2,1,,,1,3,21,02,09,,,,400,400,1,400,400,0,,0,0,0,,240,,2504,3,1,2,2,,,,,,,,,,,,,,,,,1,14,1,40
32,2009,06,1,48,8,02,4,1,6,3,1,,,2,3,16,02,09,,,,400,400,1,400,400,0,,0,0,0,,64,,462,3,1,1,1,,,,,,,,,,,,,,,,,1,15,,387
33,2009,06,4,35,0,01,1,1,6,1,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,1,,,,,,,,,4,10,4,,,,,,,,,,,2,03,,148
34,2009,06,3,24,0,10,,2,5,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,,,17,2,1,,,1,,,3,,,1,01,,144
35,2009,06,4,46,6,12,,1,3,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,01,,117
36,2009,06,1,35,4,06,,2,1,5,1,,,1,3,17,04,17,,,,400,400,1,400,400,0,,0,0,0,,42,,3600,2,1,4,4,,,,,,,,,,,,,,,,,1,09,1,836
37,2009,06,4,59,9,02,3,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,1,03,,487
38,2009,06,1,24,2,09,,1,6,2,1,,,2,3,17,03,13,,,,450,450,1,450,450,0,,0,0,0,,240,,2500,1,1,4,4,,,,,,,,,,,,,,,,,1,01,,825
39,2009,06,1,35,0,07,,1,1,4,1,,,2,3,07,03,13,,,,240,240,2,240,240,0,,0,0,0,7,240,,1900,3,1,1,1,,,,,,,,,,,,,,,,,1,06,3,410
40,2009,06,4,35,0,10,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,11,,91
41,2009,06,4,35,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,11,,224
42,2009,06,1,46,0,06,,2,1,4,2,,,1,3,11,08,35,,,,300,310,1,315,325,0,,0,0,0,,101,,2300,1,1,1,4,,,,,,,,,,,,,,,,,1,03,2,173
43,2009,06,1,46,6,02,4,2,2,5,1,,,2,3,17,05,21,,,,320,152,1,320,152,168,3,0,0,0,,11,,2302,1,3,3,3,,,,,,,,,,,,,,,,,1,02,,190
44,2009,06,1,59,0,05,,2,1,2,1,,,3,2,10,01,03,,,,550,550,1,550,550,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,1,02,,85
45,2009,06,3,35,4,01,2,2,6,3,,1,1,2,3,10,07,34,,,,,,,,,,,,,,,,6,,,,,,3,2,2,4,12,2,2,,1,,,,,1,,,2,03,,803
46,2009,06,4,13,0,12,,2,5,0,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,121
47,2009,06,4,24,0,12,,2,3,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,414
48,2009,06,1,10,0,06,,1,1,4,1,,,2,3,11,08,35,,,,840,840,1,840,840,0,,0,0,0,,112,,3663,3,1,2,2,,,,,,,,,,,,,,,,,1,03,2,130
49,2009,06,1,46,6,08,,2,1,4,2,,,4,3,13,07,32,,,,200,200,2,280,280,,,,,,5,85,,,,,,,,,,,,,,,,,,,,,,,1,03,2,163
50,2009,06,1,46,6,10,,1,2,6,1,,,2,3,08,02,05,,,,400,600,1,400,600,0,,0,200,200,,240,,2885,3,1,1,4,,,,,,,,,,,,,,,,,1,02,,160
51,2009,06,1,48,8,06,,2,1,2,1,,,2,3,06,02,08,,,,400,470,1,400,470,0,,0,70,70,,29,,2900,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,585
52,2009,06,1,24,0,08,,2,6,2,1,,,1,3,17,04,18,,,,363,363,1,363,363,0,,0,0,0,,133,,1850,1,1,4,4,,,,,,,,,,,,,,,,,1,11,,100
