REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2010,12,4,35,0,12,,2,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,11,,197
2,2010,12,1,46,0,04,,2,1,5,1,,,6,3,14,06,29,,,,150,170,2,150,170,,,,,,2,27,,,,,,,,,,,,,,,,,,,,,,,1,03,1,120
3,2010,12,4,24,0,08,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,1,16,2,171
4,2010,12,1,48,7,03,5,2,1,4,1,,,6,3,20,05,22,,,,200,160,2,200,160,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,3,02,,452
5,2010,12,1,46,6,06,,2,1,6,1,,,2,1,17,04,18,,,,160,80,2,160,80,0,,0,0,0,7,17,,1535,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,66
6,2010,12,3,10,0,06,,1,1,4,,1,1,2,3,08,10,41,,,,,,,,,,,,,,,,64,,,,,,6,2,1,4,09,3,2,,,,,1,,1,,,1,11,,114
7,2010,12,4,46,6,12,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,173
8,2010,12,1,35,0,01,2,1,6,1,1,,,2,3,10,07,34,,,,60,50,2,60,50,0,,0,0,0,4,7,,1025,3,2,2,2,,,,,,,,,,,,,,,,,2,14,,87
9,2010,12,4,47,0,11,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,01,,74
10,2010,12,1,13,0,01,2,2,6,1,1,,,2,3,10,07,33,,,,75,90,2,75,90,0,,0,0,0,4,4,,900,3,1,1,4,,,,,,,,,,,,,,,,,2,03,,140
