REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2015,03,1,47,0,05,,2,1,4,1,,,6,3,17,05,21,,,,350,350,1,350,350,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,1,09,2,94
2,2015,03,1,48,0,01,1,2,6,1,1,,,2,3,19,07,33,,,,90,90,2,90,90,0,,0,0,0,4,11,,1700,2,1,2,2,,,,,,,,,,,,,,,,,2,16,,93
3,2015,03,1,11,0,08,,1,1,4,1,,,2,3,08,07,33,,,,400,240,1,400,240,160,0,0,0,0,,123,,2500,3,1,1,3,,,,,,,,,,,,,,,,,1,03,3,34
4,2015,03,2,13,0,02,3,1,6,1,1,,,2,3,01,09,40,1,11,2,250,0,2,250,0,,,,,,7,7,,2492,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,232
5,2015,03,4,24,0,12,,1,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,163
6,2015,03,3,24,0,02,4,1,6,4,,1,2,2,3,11,08,36,,,,,,,,,,,,,,,,12,,,,,,1,6,2,3,05,1,2,,1,,,,,3,,,2,03,,83
7,2015,03,1,59,9,06,,2,1,6,1,,,4,3,17,04,14,,,,700,110,1,700,110,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,1,03,2,497
8,2015,03,1,59,0,03,6,1,6,4,1,,,2,3,10,08,35,,,,370,400,1,370,400,0,,0,0,0,,6,,3000,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,118
9,2015,03,1,35,0,07,,1,1,4,1,,,2,3,15,02,06,,,,400,400,1,400,400,0,,0,0,0,,48,,4808,3,1,1,4,,,,,,,,,,,,,,,,,1,03,3,324
10,2015,03,4,12,0,01,2,1,6,1,,1,1,2,3,01,09,40,,,,,,,,,,,,,,,,4,,,,,,,,,3,05,7,,,,,,,,,,,3,10,,198
