REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2012,05,4,24,2,12,,2,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,777
2,2012,05,4,35,4,10,,2,1,2,,1,1,2,2,12,07,33,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,8,,,,,,,,,,,1,11,,936
3,2012,05,4,35,0,10,,2,5,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,1,01,,226
4,2012,05,1,48,0,09,,2,1,2,1,,,2,3,14,02,08,,,,350,380,1,350,380,0,,30,0,30,,227,,2044,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,377
5,2012,05,4,46,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,75
6,2012,05,1,35,0,06,,2,1,2,1,,,2,3,10,07,33,,,,400,420,1,400,420,0,,0,20,20,,234,,1635,3,1,1,4,,,,,,,,,,,,,,,,,1,03,1,442
7,2012,05,1,46,6,02,4,2,6,5,1,,,2,2,10,04,18,,,,120,80,2,120,80,0,,0,0,0,7,6,,1000,3,4,1,3,,,,,,,,,,,,,,,,,1,04,,85
8,2012,05,2,13,0,10,,1,1,0,1,,,4,3,02,09,39,0,7,2,500,0,1,500,0,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,05,,117
9,2012,05,4,24,0,10,,2,5,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,1,18,,102
10,2012,05,1,46,0,02,4,2,6,2,1,,,1,3,16,05,25,,,,300,240,1,300,240,60,2,0,0,0,,3,,1400,1,1,2,4,,,,,,,,,,,,,,,,,1,10,,96
