REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2009,03,4,46,6,12,,2,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,01,,151
2,2009,03,4,24,0,09,,2,5,4,,1,1,2,3,07,02,07,,,,,,,,,,,,,,,,121,,,,,,,,,1,01,8,,,,,,,,,,,1,01,,169
3,2009,03,3,35,0,06,,1,1,1,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,58,,,,,,16,2,1,4,09,5,2,,,,,,1,1,,,1,08,,95
4,2009,03,1,24,2,02,3,1,6,3,2,,,2,2,17,05,24,,,,180,180,2,220,240,0,,0,0,0,4,5,,1000,3,1,2,2,,,,,,,,,,,,,,,,,2,03,,987
5,2009,03,4,48,8,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,01,,411
6,2009,03,1,59,9,07,,1,1,5,1,,,6,3,06,01,04,,,,400,400,1,400,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,1,108
7,2009,03,4,12,0,10,,1,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,08,,135
8,2009,03,4,12,0,11,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,11,,135
9,2009,03,1,12,0,06,,1,5,5,1,,,2,3,12,01,02,,,,363,483,1,363,483,0,,0,120,120,,35,,5669,3,1,1,4,,,,,,,,,,,,,,,,,1,01,,193
10,2009,03,1,10,0,06,,1,1,6,1,,,2,3,08,01,02,,,,400,240,1,400,240,160,3,0,0,0,,131,,4615,3,1,3,4,,,,,,,,,,,,,,,,,1,06,1,69
11,2009,03,1,13,0,01,1,2,6,1,1,,,2,3,18,07,34,,,,120,170,2,120,170,0,,0,0,0,4,6,,775,3,1,2,2,,,,,,,,,,,,,,,,,2,03,,94
12,2009,03,1,59,0,04,,1,6,2,1,,,2,3,06,08,35,,,,400,320,1,400,320,80,1,0,0,0,,15,,1600,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,615
13,2009,03,3,24,0,05,,2,4,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,,,33,2,,1,,,,,1,,,1,06,,251
14,2009,03,4,35,0,11,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,,,,,,,,,,11,,222
15,2009,03,1,35,0,09,,1,1,4,1,,,2,3,06,08,35,,,,360,360,1,360,360,0,,0,0,0,,50,,2800,1,1,1,1,,,,,,,,,,,,,,,,,1,02,,86
16,2009,03,2,47,0,09,,2,1,5,1,,,1,3,16,05,20,1,95,1,400,0,1,400,0,,,,,,,240,,2644,1,1,2,4,,,,,,,,,,,,,,,,,1,08,,126
17,2009,03,4,35,0,12,,2,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,11,,182
18,2009,03,1,48,8,07,,2,1,3,1,,,1,3,16,07,33,,,,363,363,1,363,363,0,,0,0,0,,188,,2000,1,1,2,4,,,,,,,,,,,,,,,,,1,02,,438
19,2009,03,4,35,0,06,,1,1,4,,1,1,2,3,11,08,36,,,,,,,,,,,,,,,,1,,,,,,,,,2,04,2,,,,,,,,,,,1,08,,346
20,2009,03,1,48,7,01,2,1,6,1,1,,,2,3,10,07,34,,,,400,400,1,400,400,0,,0,0,0,,1,,1200,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,386
21,2009,03,3,35,4,01,2,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,7,2,,,21,2,,1,,1,1,,3,,,2,04,,876
22,2009,03,4,35,0,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,11,,179
23,2009,03,4,24,1,09,,2,5,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,1,01,,492
24,2009,03,1,24,2,03,6,2,6,4,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,31,,1400,2,1,3,4,,,,,,,,,,,,,,,,,1,02,,404
25,2009,03,4,13,0,02,3,1,6,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,2,03,,146
26,2009,03,4,47,0,12,,2,2,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,132
27,2009,03,1,35,0,02,4,1,6,4,1,,,2,3,15,03,13,,,,200,300,2,200,300,0,,0,0,0,7,2,,1000,3,1,3,4,,,,,,,,,,,,,,,,,3,15,,436
28,2009,03,4,35,5,12,,2,3,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,379
29,2009,03,4,24,0,09,,1,1,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,177,,,,,,,,,5,07,2,,,,,,,,,,,1,08,,570
30,2009,03,1,12,0,07,,1,5,4,1,,,2,3,11,03,12,,,,400,400,1,400,400,0,,0,0,0,,78,,2907,1,1,3,4,,,,,,,,,,,,,,,,,1,01,,88
31,2009,03,3,24,0,06,,1,5,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,26,,,,,,4,6,1,2,04,7,2,,,1,1,,,0,,,1,16,3,160
32,2009,03,1,46,0,02,4,1,6,1,1,,,7,3,01,09,40,,,,540,540,1,540,540,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,1,06,,115
33,2009,03,4,35,0,09,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,1,11,,205
34,2009,03,4,47,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,11,,149
35,2009,03,1,24,0,08,,2,1,2,1,,,2,3,17,04,17,,,,300,300,1,300,300,0,,0,0,0,,22,,1400,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,97
36,2009,03,1,35,0,03,5,2,1,5,1,,,2,2,16,05,20,,,,500,500,1,500,500,0,,0,0,0,,15,,1731,3,1,2,2,,,,,,,,,,,,,,,,,1,17,,218
37,2009,03,1,35,0,02,3,2,6,2,1,,,2,3,10,07,33,,,,80,80,2,80,80,0,,0,0,0,4,4,,1000,3,4,3,4,,,,,,,,,,,,,,,,,2,04,,248
38,2009,03,1,48,0,08,,1,1,2,1,,,4,3,20,08,35,,,,600,600,1,600,600,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,1,02,,131
39,2009,03,1,13,0,10,,1,1,1,1,,,2,3,11,08,36,,,,600,440,1,600,440,160,1,0,0,0,,20,,1417,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,140
