REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2006,03,1,48,7,05,,1,1,4,1,,,2,3,14,03,13,,,,400,400,1,400,400,0,,0,0,0,,15,,3100,3,1,2,3,,,,,,,,,,,,,,,,,1,06,1,484
2,2006,03,1,24,0,06,,1,2,2,1,,,2,3,06,08,35,,,,400,430,1,400,430,0,,30,0,30,,203,,2890,1,1,1,1,,,,,,,,,,,,,,,,,1,02,,334
3,2006,03,1,47,0,08,,1,1,4,1,,,5,3,01,01,04,,,,80,400,2,80,400,,,,,,7,178,,,,,,,,,,,,,,,,,,,,,,,1,03,3,131
4,2006,03,1,35,0,08,,1,1,2,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,206,,2570,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,226
5,2006,03,4,35,0,06,,2,1,2,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,25,,,,,,,,,0,06,12,,,,,,,,,,,1,12,3,563
6,2006,03,1,13,0,07,,1,1,1,1,,,2,3,04,09,39,,,,840,840,1,840,840,0,,0,0,0,,2,,1400,3,3,3,4,,,,,,,,,,,,,,,,,1,02,,128
7,2006,03,2,35,3,05,,2,1,3,1,,,2,1,10,07,33,1,2,2,350,0,1,350,0,,,,,,,27,,900,3,1,2,3,,,,,,,,,,,,,,,,,1,03,1,822
8,2006,03,1,12,0,06,,1,1,4,1,,,2,3,10,08,35,,,,400,400,1,400,400,0,,0,0,0,,154,,1800,3,1,1,3,,,,,,,,,,,,,,,,,1,03,2,127
9,2006,03,4,35,0,05,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,1,06,1,119
10,2006,03,1,35,0,08,,1,1,4,1,,,2,3,07,01,04,,,,450,450,1,450,450,0,,0,0,0,,28,,3205,3,1,2,4,,,,,,,,,,,,,,,,,1,05,,179
11,2006,03,2,59,9,11,,1,1,2,1,,,6,3,18,06,30,0,16,,150,0,2,150,0,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,,05,,504
12,2006,03,1,35,3,05,,2,2,4,1,,,2,1,17,04,18,,,,375,375,1,375,375,0,,0,0,0,,212,,1700,3,1,2,3,,,,,,,,,,,,,,,,,1,14,2,447
13,2006,03,1,12,0,09,,2,5,4,1,,,2,3,12,01,01,,,,400,500,1,400,500,0,,0,100,100,,28,,4808,3,1,1,4,,,,,,,,,,,,,,,,,1,18,,130
14,2006,03,4,35,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,,,,,,,,,,,,11,,183
15,2006,03,4,47,0,01,1,1,6,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,2,16,,93
16,2006,03,1,10,0,04,,1,6,2,2,,,2,3,19,07,32,,,,350,400,1,550,450,0,,0,0,0,,7,,650,3,1,1,2,,,,,,,,,,,,,,,,,1,02,,142
17,2006,03,4,35,0,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,09,,77
18,2006,03,4,24,2,04,,2,1,2,,1,1,2,1,15,02,07,,,,,,,,,,,,,,,,29,,,,,,,,,0,00,10,,,,,,,,,,,1,11,,814
