REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2009,02,1,35,3,05,,2,1,4,1,,,2,3,20,02,06,,,,360,360,1,360,360,0,,0,0,0,,50,,2671,1,3,3,4,,,,,,,,,,,,,,,,,3,03,2,403
2,2009,02,1,35,0,02,3,2,2,2,1,,,2,2,15,07,34,,,,360,360,1,360,360,0,,0,0,0,,7,,1200,3,1,2,2,,,,,,,,,,,,,,,,,1,09,1,265
3,2009,02,1,24,0,08,,2,1,2,1,,,2,3,08,02,08,,,,350,350,1,350,350,0,,0,0,0,,240,,2308,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,102
4,2009,02,4,47,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,11,,103
5,2009,02,4,35,4,11,,2,1,0,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,815
6,2009,02,4,46,6,12,,2,3,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,157
7,2009,02,4,59,0,12,,1,5,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,241
8,2009,02,1,10,0,01,2,1,6,1,1,,,2,3,19,07,34,,,,400,370,1,400,370,80,3,50,0,50,,6,,800,3,3,1,4,,,,,,,,,,,,,,,,,1,03,,118
9,2009,02,4,35,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,,,,,,,,11,,244
10,2009,02,4,59,0,01,2,1,6,1,,1,2,2,3,19,07,32,,,,,,,,,,,,,,,,2,,,,,,,,,0,06,8,,,,,,,,,,,2,14,,102
11,2009,02,4,35,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,584
12,2009,02,4,35,0,11,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,11,,243
13,2009,02,1,59,9,01,1,2,6,1,1,,,2,3,19,07,34,,,,160,175,2,160,175,0,,0,0,0,4,23,,850,3,1,1,4,,,,,,,,,,,,,,,,,2,09,,73
